DamageBetween20001and3000,DamageGreaterThan3000,MajorDamage_rent,Estimate!!HOUSING OCCUPANCY!!Total housing units,Percent!!HOUSING OCCUPANCY!!Total housing units,Estimate!!HOUSING OCCUPANCY!!Total housing units!!Occupied housing units,Percent!!HOUSING OCCUPANCY!!Total housing units!!Occupied housing units,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2020 or later,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2020 or later,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2010 to 2019,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2010 to 2019,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2000 to 2009,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2000 to 2009,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1990 to 1999,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1990 to 1999,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1980 to 1989,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1980 to 1989,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1970 to 1979,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1970 to 1979,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1960 to 1969,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1960 to 1969,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1950 to 1959,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1950 to 1959,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1940 to 1949,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1940 to 1949,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1939 or earlier,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1939 or earlier,Max Wind,Max Pressure,dist_from_landfall
0.0,0.0,3.0,15808.0,15808.0,11549.0,73.1,25,0.2,303,1.9,1414,8.9,2388,15.1,2681,17.0,3813,24.1,2872,18.2,1374,8.7,542,3.4,396,2.5,75,986,46.61276281838545
2.0,1.0,1.0,193011.0,193011.0,147795.0,76.6,218,0.1,2993,1.6,11388,5.9,15082,7.8,19250,10.0,34091,17.7,43313,22.4,33190,17.2,23238,12.0,10248,5.3,75,986,46.61276281838545
2.0,0.0,0.0,16346.0,16346.0,13940.0,85.3,0,0.0,566,3.5,2897,17.7,3058,18.7,3683,22.5,3426,21.0,1560,9.5,830,5.1,109,0.7,217,1.3,75,986,46.61276281838545
1.0,0.0,1.0,18533.0,18533.0,14238.0,76.8,19,0.1,741,4.0,2501,13.5,3036,16.4,3624,19.6,5097,27.5,1699,9.2,1154,6.2,435,2.3,227,1.2,75,986,46.61276281838545
0.0,1.0,2.0,9178.0,9178.0,7430.0,81.0,0,0.0,414,4.5,2282,24.9,1812,19.7,977,10.6,1745,19.0,768,8.4,674,7.3,232,2.5,274,3.0,75,986,46.61276281838545
1.0,1.0,0.0,26786.0,26786.0,23111.0,86.3,87,0.3,1030,3.8,5657,21.1,6274,23.4,3759,14.0,4878,18.2,2695,10.1,1311,4.9,637,2.4,458,1.7,75,986,46.61276281838545
43.0,4.0,51.0,35263.0,35263.0,28988.0,82.2,71,0.2,821,2.3,4146,11.8,3838,10.9,5243,14.9,9738,27.6,8606,24.4,1781,5.1,652,1.8,367,1.0,75,986,46.61276281838545
0.0,0.0,1.0,29887.0,29887.0,26133.0,87.4,0,0.0,429,1.4,3805,12.7,5995,20.1,5062,16.9,7519,25.2,4304,14.4,1716,5.7,470,1.6,587,2.0,75,986,46.61276281838545
2.0,0.0,0.0,13285.0,13285.0,10541.0,79.3,24,0.2,404,3.0,1500,11.3,2467,18.6,2773,20.9,2633,19.8,1955,14.7,806,6.1,400,3.0,323,2.4,75,986,46.61276281838545
0.0,0.0,0.0,16323.0,16323.0,13365.0,81.9,61,0.4,810,5.0,3824,23.4,2246,13.8,2823,17.3,2605,16.0,2091,12.8,1369,8.4,346,2.1,148,0.9,75,986,46.61276281838545
1.0,0.0,4.0,25767.0,25767.0,20482.0,79.5,22,0.1,295,1.1,2442,9.5,3621,14.1,4719,18.3,7687,29.8,4745,18.4,1832,7.1,250,1.0,154,0.6,75,986,46.61276281838545
0.0,0.0,0.0,5242.0,5242.0,2663.0,50.8,15,0.3,162,3.1,261,5.0,1421,27.1,1610,30.7,640,12.2,558,10.6,296,5.6,234,4.5,45,0.9,75,986,46.61276281838545
1.0,0.0,0.0,9188.0,9188.0,7587.0,82.6,0,0.0,216,2.4,1181,12.9,2640,28.7,1676,18.2,1923,20.9,854,9.3,440,4.8,86,0.9,172,1.9,75,986,46.61276281838545
1.0,0.0,2.0,14165.0,14165.0,11760.0,83.0,0,0.0,447,3.2,2038,14.4,2915,20.6,2668,18.8,3010,21.2,2080,14.7,707,5.0,246,1.7,54,0.4,75,986,46.61276281838545
1.0,1.0,3.0,17199.0,17199.0,12565.0,73.1,20,0.1,271,1.6,1196,7.0,3248,18.9,4325,25.1,4762,27.7,2087,12.1,853,5.0,268,1.6,169,1.0,75,986,46.61276281838545
41.0,49.0,57.0,7613.0,7613.0,5908.0,77.6,0,0.0,155,2.1,833,11.0,1319,17.4,1695,22.3,1772,23.3,854,11.2,582,7.6,150,2.0,250,3.3,135,920,38.08360900523045
66.0,43.0,38.0,17627.0,17627.0,12900.0,73.2,0,0.0,124,0.7,1390,7.9,2548,14.5,4008,22.8,5644,32.0,2733,15.6,885,5.0,217,1.2,75,0.4,135,920,38.08360900523045
39.0,28.0,60.0,27305.0,27305.0,21431.0,78.5,0,0.0,238,0.9,4483,16.4,3810,14.0,4861,17.8,4918,18.0,4040,14.8,2828,10.3,1592,5.8,530,2.0,135,920,38.08360900523045
47.0,42.0,44.0,10711.0,10711.0,8578.0,80.0,0,0.0,204,1.9,1139,10.7,1626,15.2,2031,19.0,2435,22.8,1970,18.4,712,6.7,316,3.0,276,2.6,135,920,38.08360900523045
69.0,80.0,61.0,9931.0,9931.0,8621.0,86.8,0,0.0,215,2.1,1420,14.3,2007,20.2,1999,20.1,2127,21.4,1100,11.1,577,5.8,230,2.3,252,2.5,135,920,38.08360900523045
42.0,38.0,69.0,12489.0,12489.0,9029.0,72.3,0,0.0,15,0.1,1406,11.3,2090,16.8,2293,18.3,3270,26.2,2150,17.2,889,7.1,309,2.4,63,0.5,135,920,38.08360900523045
124.0,79.0,319.0,41352.0,41352.0,32004.0,77.4,0,0.0,253,0.5,6255,15.2,6362,15.4,7005,16.9,9149,22.1,6365,15.4,3693,9.0,1216,2.9,1050,2.5,135,920,38.08360900523045
40.0,47.0,37.0,8414.0,8414.0,6001.0,71.3,0,0.0,84,1.0,1868,22.2,1084,12.9,1281,15.2,2212,26.3,917,10.9,602,7.1,289,3.4,74,0.9,135,920,38.08360900523045
35.0,24.0,52.0,9992.0,9992.0,8070.0,80.8,0,0.0,98,1.0,2025,20.3,1942,19.4,1539,15.4,2196,22.0,1456,14.6,434,4.4,110,1.2,190,1.9,135,920,38.08360900523045
63.0,69.0,75.0,10834.0,10834.0,8869.0,81.8,0,0.0,136,1.2,1351,12.5,2315,21.4,1965,18.1,2438,22.5,1419,13.1,786,7.2,247,2.3,174,1.6,135,920,38.08360900523045
143.0,158.0,286.0,83398.0,83398.0,68450.0,82.1,0,0.0,405,0.5,6509,7.8,10090,12.1,11719,14.0,19907,23.8,22034,26.4,9398,11.2,2119,2.5,1214,1.5,135,920,38.08360900523045
14.0,10.0,15.0,29598.0,29598.0,15883.0,53.6,0,0.0,472,1.5,5214,17.6,8137,27.5,5766,19.5,6490,21.9,1982,6.7,1004,3.4,340,1.1,189,0.6,135,920,38.08360900523045
90.0,125.0,210.0,57720.0,57720.0,48763.0,84.4,0,0.0,436,0.7,9728,16.9,8353,14.5,9501,16.5,11355,19.7,12069,20.9,3858,6.7,1499,2.6,917,1.6,135,920,38.08360900523045
21.0,14.0,38.0,14130.0,14130.0,11529.0,81.6,0,0.0,178,1.2,2261,16.0,2603,18.4,3007,21.2,2598,18.4,1941,13.8,1069,7.6,231,1.6,238,1.7,135,920,38.08360900523045
94.0,195.0,148.0,17745.0,17745.0,14656.0,82.6,0,0.0,37,0.2,3838,21.7,4107,23.2,2544,14.4,3497,19.7,2480,14.0,791,4.4,287,1.6,161,0.9,135,920,38.08360900523045
53.0,60.0,121.0,77118.0,77118.0,62523.0,81.1,0,0.0,498,0.7,7715,10.0,8383,10.9,8998,11.6,20789,27.0,21817,28.2,6564,8.6,1575,2.0,775,1.0,135,920,38.08360900523045
18.0,20.0,63.0,10794.0,10794.0,8872.0,82.2,0,0.0,35,0.3,468,4.3,797,7.4,2780,25.8,2066,19.2,2554,23.6,1187,11.0,692,6.4,211,2.0,135,920,38.08360900523045
86.0,120.0,89.0,19992.0,19992.0,16303.0,81.5,0,0.0,162,0.8,3562,17.8,3205,16.0,3581,17.9,3812,19.0,3189,16.0,1359,6.8,497,2.5,622,3.1,135,920,38.08360900523045
9.0,16.0,19.0,7416.0,7416.0,4314.0,58.2,0,0.0,59,0.8,1247,16.8,1210,16.3,1404,19.0,1927,26.0,1052,14.2,246,3.4,208,2.8,60,0.8,135,920,38.08360900523045
78.0,65.0,94.0,7305.0,7305.0,5848.0,80.0,0,0.0,81,1.1,569,7.8,1492,20.5,1561,21.4,1640,22.5,959,13.1,576,7.9,269,3.7,155,2.1,135,920,38.08360900523045
67.0,78.0,74.0,15957.0,15957.0,13182.0,82.6,0,0.0,173,1.1,2422,15.2,3091,19.4,2845,17.8,3740,23.4,1857,11.7,993,6.2,426,2.6,408,2.6,135,920,38.08360900523045
37.0,54.0,62.0,16259.0,16259.0,13240.0,81.4,0,0.0,224,1.4,2933,18.1,3716,22.8,2626,16.2,3070,18.9,1650,10.2,995,6.2,630,3.9,411,2.6,135,920,38.08360900523045
60.0,88.0,90.0,7440.0,7440.0,5796.0,77.8,0,0.0,103,1.4,969,13.0,1202,16.1,1317,17.8,1697,22.9,1118,15.0,786,10.6,190,2.5,54,0.7,135,920,38.08360900523045
89.0,122.0,80.0,12913.0,12913.0,10661.0,82.6,0,0.0,149,1.2,1263,9.8,2025,15.6,3098,24.0,2927,22.6,2065,16.0,913,7.1,358,2.8,112,0.8,135,920,38.08360900523045
2.0,10.0,6.0,1518.0,1518.0,491.0,32.3,0,0.0,52,3.5,414,27.3,411,27.1,191,12.6,191,12.6,155,10.2,46,3.0,32,2.2,22,1.5,135,920,38.08360900523045
46.0,51.0,89.0,15859.0,15859.0,11784.0,74.3,0,0.0,359,2.3,3455,21.8,2704,17.0,2986,18.8,3366,21.2,1708,10.8,776,4.9,292,1.8,210,1.4,135,920,38.08360900523045
16.0,18.0,39.0,18488.0,18488.0,12413.0,67.1,0,0.0,66,0.4,2062,11.2,3318,18.0,2393,12.9,4923,26.6,3828,20.7,1281,7.0,339,1.9,274,1.5,135,920,38.08360900523045
19.0,10.0,28.0,4950.0,4950.0,4294.0,86.8,0,0.0,65,1.3,912,18.4,838,16.9,931,18.8,1280,25.9,521,10.5,319,6.4,80,1.6,0,0.0,135,920,38.08360900523045
6.0,11.0,9.0,9344.0,9344.0,5497.0,58.8,0,0.0,86,0.9,693,7.4,1765,18.9,2288,24.5,2601,27.8,1238,13.3,398,4.3,161,1.8,112,1.2,135,920,38.08360900523045
101.0,117.0,102.0,18383.0,18383.0,14311.0,77.8,0,0.0,277,1.6,2845,15.4,3066,16.6,2492,13.6,4330,23.6,2945,16.0,1350,7.3,596,3.2,478,2.6,135,920,38.08360900523045
13.0,21.0,18.0,8294.0,8294.0,6537.0,78.8,0,0.0,56,0.7,664,8.0,1352,16.3,1194,14.4,2406,29.0,1373,16.6,800,9.6,242,2.9,204,2.4,135,920,38.08360900523045
56.0,53.0,115.0,40117.0,40117.0,31809.0,79.3,0,0.0,242,0.7,4655,11.6,8029,20.0,6913,17.2,8823,22.0,7147,17.8,3038,7.6,815,2.1,452,1.2,135,920,38.08360900523045
23.0,45.0,44.0,17284.0,17284.0,14723.0,85.2,0,0.0,247,1.4,5128,29.7,3348,19.4,3194,18.5,2468,14.3,1695,9.8,709,4.1,224,1.3,268,1.5,135,920,38.08360900523045
45.0,40.0,47.0,17040.0,17040.0,14204.0,83.3,0,0.0,351,2.1,3303,19.4,3260,19.1,3915,23.0,3523,20.7,1628,9.5,749,4.4,145,0.9,161,1.0,135,920,38.08360900523045
2.0,3.0,8.0,7626.0,7626.0,6295.0,82.6,0,0.0,13,0.2,1013,13.3,1170,15.4,872,11.5,1583,20.8,1628,21.3,701,9.2,488,6.4,155,2.0,135,920,38.08360900523045
96.0,127.0,100.0,26547.0,26547.0,17852.0,67.2,0,0.0,446,1.7,4911,18.5,3664,13.8,5051,19.0,6473,24.4,3302,12.4,2008,7.6,533,2.0,155,0.6,135,920,38.08360900523045
50.0,34.0,42.0,20293.0,20293.0,14828.0,73.1,0,0.0,474,2.4,3899,19.2,2893,14.3,3267,16.1,4732,23.4,3263,16.1,1122,5.6,251,1.2,389,1.9,135,920,38.08360900523045
27.0,44.0,39.0,6189.0,6189.0,4832.0,78.1,0,0.0,95,1.5,615,10.0,1128,18.2,1759,28.5,1400,22.6,626,10.1,236,3.8,307,5.0,19,0.3,135,920,38.08360900523045
74.0,78.0,95.0,18754.0,18754.0,15710.0,83.7,0,0.0,508,2.8,3683,19.6,3348,17.8,3171,16.9,3394,18.1,2290,12.2,1175,6.2,738,4.0,444,2.4,135,920,38.08360900523045
53.0,51.0,55.0,15663.0,15663.0,12664.0,80.9,0,0.0,31,0.2,3088,19.7,3919,25.0,2698,17.2,2491,15.9,1456,9.3,1420,9.1,241,1.5,315,2.0,135,920,38.08360900523045
6.0,5.0,16.0,12213.0,12213.0,7853.0,64.3,0,0.0,214,1.8,1210,9.9,2631,21.6,2595,21.2,3052,25.0,1461,12.0,680,5.6,196,1.6,170,1.4,135,920,38.08360900523045
21.0,18.0,56.0,12280.0,12280.0,10007.0,81.5,0,0.0,335,2.7,1187,9.6,2713,22.1,2436,19.8,2625,21.4,1460,11.9,786,6.4,421,3.4,315,2.6,135,920,38.08360900523045
4.0,16.0,24.0,3897.0,3897.0,2817.0,72.2,0,0.0,32,0.8,363,9.3,891,22.9,627,16.1,980,25.2,557,14.3,153,4.0,211,5.4,81,2.1,135,920,38.08360900523045
34.0,54.0,43.0,15399.0,15399.0,12503.0,81.2,0,0.0,116,0.8,3989,25.9,2994,19.4,3303,21.4,2367,15.4,1435,9.3,828,5.4,115,0.8,250,1.6,135,920,38.08360900523045
22.0,39.0,28.0,11523.0,11523.0,8632.0,74.9,0,0.0,49,0.4,1697,14.7,2414,21.0,2514,21.8,2442,21.2,1272,11.0,743,6.4,173,1.5,217,1.9,135,920,38.08360900523045
4.0,17.0,20.0,10469.0,10469.0,6633.0,63.4,0,0.0,191,1.8,1282,12.3,1792,17.1,1460,13.9,2922,27.9,1563,15.0,861,8.2,266,2.6,129,1.2,135,920,38.08360900523045
42.0,39.0,66.0,18646.0,18646.0,15137.0,81.2,0,0.0,53,0.3,1785,9.6,2833,15.2,3100,16.7,5754,30.8,3781,20.3,829,4.4,323,1.8,183,1.0,135,920,38.08360900523045
2.0,12.0,16.0,2586.0,2586.0,1861.0,72.0,0,0.0,30,1.2,233,9.0,526,20.3,343,13.3,580,22.4,366,14.2,147,5.7,158,6.2,200,7.8,135,920,38.08360900523045
29.0,48.0,22.0,5228.0,5228.0,3896.0,74.5,0,0.0,48,1.0,519,9.9,970,18.6,1108,21.2,1001,19.2,873,16.7,487,9.3,148,2.8,71,1.4,135,920,38.08360900523045
16.0,21.0,87.0,41014.0,41014.0,29869.0,72.8,0,0.0,465,1.2,3058,7.5,3484,8.5,4679,11.4,8747,21.3,8164,19.9,8361,20.4,2891,7.0,1162,2.8,135,920,38.08360900523045
29.0,38.0,50.0,16044.0,16044.0,13100.0,81.6,0,0.0,190,1.2,2603,16.2,3086,19.2,2949,18.4,4080,25.4,1656,10.4,1109,6.9,257,1.6,110,0.7,135,920,38.08360900523045
91.0,88.0,73.0,11657.0,11657.0,9680.0,83.0,0,0.0,373,3.2,2011,17.3,2529,21.7,2470,21.2,2048,17.5,1322,11.4,408,3.5,275,2.3,219,1.9,135,920,38.08360900523045
53.0,67.0,36.0,11452.0,11452.0,8242.0,72.0,0,0.0,161,1.4,2445,21.3,2009,17.5,1415,12.4,2590,22.7,1634,14.3,681,5.9,326,2.8,189,1.6,135,920,38.08360900523045
88.0,108.0,86.0,10439.0,10439.0,8476.0,81.2,0,0.0,93,0.9,1062,10.2,1834,17.6,2169,20.8,2283,21.9,1823,17.5,770,7.4,162,1.5,240,2.3,135,920,38.08360900523045
50.0,82.0,48.0,8734.0,8734.0,6783.0,77.7,0,0.0,299,3.4,1124,12.9,1999,22.9,1778,20.4,1673,19.2,1187,13.6,457,5.2,125,1.4,88,1.0,135,920,38.08360900523045
42.0,50.0,52.0,8767.0,8767.0,6217.0,70.9,0,0.0,108,1.2,1617,18.4,1930,22.0,1960,22.4,1478,16.8,937,10.6,329,3.8,215,2.5,189,2.2,135,920,38.08360900523045
20.0,28.0,22.0,8744.0,8744.0,7058.0,80.7,0,0.0,198,2.3,1021,11.7,1766,20.2,1820,20.8,2056,23.6,857,9.8,470,5.4,265,3.0,287,3.3,135,920,38.08360900523045
134.0,219.0,168.0,66160.0,66160.0,52905.0,80.0,0,0.0,330,0.6,5699,8.6,8582,13.0,10358,15.7,18203,27.5,12099,18.3,5882,8.9,2729,4.1,2274,3.4,135,920,38.08360900523045
11.0,4.0,19.0,10389.0,10389.0,8323.0,80.1,0,0.0,85,0.8,1742,16.8,2086,20.1,2032,19.6,2075,20.0,1328,12.8,539,5.2,344,3.3,155,1.5,135,920,38.08360900523045
10.0,11.0,13.0,9431.0,9431.0,5122.0,54.4,0,0.0,33,0.4,1554,16.5,1190,12.6,1778,18.8,2841,30.1,1446,15.4,435,4.6,96,1.0,54,0.6,135,920,38.08360900523045
44.0,71.0,48.0,22978.0,22978.0,15934.0,69.4,0,0.0,170,0.8,4017,17.5,4431,19.3,4864,21.1,5110,22.2,2301,10.0,1349,5.9,478,2.1,255,1.1,135,920,38.08360900523045
1.0,2.0,8.0,10797.0,10797.0,7064.0,65.4,0,0.0,152,1.4,503,4.6,2216,20.6,3100,28.7,2568,23.8,1231,11.4,708,6.6,159,1.5,157,1.4,135,920,38.08360900523045
67.0,120.0,79.0,13468.0,13468.0,10283.0,76.4,0,0.0,179,1.4,2890,21.5,2245,16.6,2491,18.5,2254,16.7,1404,10.4,895,6.6,605,4.5,502,3.7,135,920,38.08360900523045
6.0,9.0,10.0,15654.0,15654.0,11899.0,76.0,0,0.0,167,1.0,1567,10.0,2438,15.6,2755,17.6,3614,23.1,2711,17.3,1254,8.0,605,3.9,539,3.4,135,920,38.08360900523045
94.0,129.0,440.0,191293.0,191293.0,143853.0,75.2,0,0.0,1173,0.6,10239,5.3,13136,6.9,16881,8.8,34945,18.2,51049,26.7,37265,19.5,17693,9.2,8909,4.7,135,920,38.08360900523045
36.0,50.0,42.0,16278.0,16278.0,13741.0,84.4,0,0.0,347,2.1,2634,16.2,2148,13.2,3431,21.1,3672,22.5,2270,13.9,1043,6.4,396,2.5,335,2.0,135,920,38.08360900523045
33.0,18.0,46.0,17901.0,17901.0,13397.0,74.9,0,0.0,174,1.0,2356,13.2,3440,19.2,3386,19.0,4320,24.2,2118,11.8,1305,7.3,526,3.0,273,1.5,135,920,38.08360900523045
18.0,38.0,50.0,9224.0,9224.0,7457.0,80.8,0,0.0,92,1.0,2126,23.1,1508,16.4,1296,14.1,1740,18.9,1093,11.9,942,10.2,229,2.4,196,2.1,135,920,38.08360900523045
98.0,188.0,95.0,26082.0,26082.0,22245.0,85.3,0,0.0,222,0.8,4765,18.3,6459,24.8,5571,21.4,4813,18.4,2317,8.9,1046,4.0,611,2.3,275,1.0,135,920,38.08360900523045
140.0,121.0,397.0,34687.0,34687.0,27758.0,80.0,0,0.0,205,0.6,3385,9.8,4131,11.9,6699,19.3,10044,29.0,7081,20.4,1800,5.2,1003,2.9,337,1.0,135,920,38.08360900523045
45.0,40.0,63.0,29336.0,29336.0,24053.0,82.0,0,0.0,137,0.4,3637,12.4,5995,20.4,4928,16.8,7904,26.9,4323,14.7,1531,5.2,423,1.4,454,1.6,135,920,38.08360900523045
52.0,61.0,113.0,13270.0,13270.0,9727.0,73.3,0,0.0,57,0.5,1446,10.9,2292,17.3,2468,18.6,3518,26.5,2204,16.6,679,5.2,411,3.1,193,1.4,135,920,38.08360900523045
85.0,55.0,57.0,15972.0,15972.0,12081.0,75.6,0,0.0,200,1.2,2728,17.1,2525,15.8,3403,21.3,3567,22.3,1839,11.5,989,6.2,519,3.2,197,1.2,135,920,38.08360900523045
75.0,67.0,120.0,24650.0,24650.0,18368.0,74.6,0,0.0,41,0.2,2443,9.9,3794,15.4,4537,18.4,7740,31.4,3433,14.0,1485,6.0,768,3.1,405,1.6,135,920,38.08360900523045
18.0,100.0,27.0,4965.0,4965.0,2386.0,48.0,0,0.0,137,2.8,465,9.3,726,14.6,999,20.1,1422,28.7,695,14.0,179,3.6,136,2.7,204,4.2,135,920,38.08360900523045
35.0,30.0,48.0,9246.0,9246.0,7931.0,85.8,0,0.0,122,1.3,1521,16.4,2004,21.6,1632,17.6,1958,21.2,1070,11.6,429,4.6,270,2.9,237,2.6,135,920,38.08360900523045
73.0,113.0,63.0,14558.0,14558.0,11698.0,80.3,0,0.0,254,1.8,1937,13.4,2860,19.7,3097,21.3,2803,19.2,2232,15.3,852,5.9,367,2.5,153,1.0,135,920,38.08360900523045
16.0,18.0,26.0,17424.0,17424.0,10851.0,62.2,0,0.0,258,1.5,924,5.3,3095,17.8,4689,26.9,4528,26.0,2391,13.7,626,3.6,593,3.4,318,1.8,135,920,38.08360900523045
1.0,0.0,0.0,7006.0,7006.0,5673.0,80.9,0,0.0,35,0.5,541,7.4,1398,20.0,1423,20.2,1709,24.6,784,11.3,695,10.1,177,2.6,240,3.4,75,952,1295.8021379853596
0.0,0.0,0.0,10648.0,10648.0,8989.0,84.5,0,0.0,29,0.3,894,8.4,1905,17.9,2307,21.7,2328,21.9,1790,16.8,880,8.3,290,2.7,222,2.1,75,952,1295.8021379853596
0.0,0.0,0.0,8094.0,8094.0,6173.0,76.4,0,0.0,0,0.0,1372,16.9,1086,13.3,1238,15.2,2137,26.5,1104,13.7,507,6.2,428,5.4,219,2.7,75,952,1295.8021379853596
1.0,11.0,0.0,55627.0,55627.0,49004.0,88.1,0,0.0,92,0.2,6098,10.9,8030,14.4,8845,15.9,13429,24.2,12387,22.3,3770,6.8,1701,3.1,1271,2.3,75,952,1295.8021379853596
1.0,2.0,0.0,16917.0,16917.0,14181.0,83.9,0,0.0,24,0.1,2515,14.7,4103,24.3,2814,16.7,3418,20.3,2647,15.6,893,5.3,275,1.6,227,1.4,75,952,1295.8021379853596
1.0,3.0,0.0,74756.0,74756.0,62608.0,83.8,0,0.0,110,0.1,5753,7.6,8108,10.9,8979,12.0,22584,30.3,22093,29.6,5038,6.7,1326,1.8,763,1.0,75,952,1295.8021379853596
0.0,3.0,0.0,18911.0,18911.0,16086.0,85.1,0,0.0,81,0.4,2105,10.9,3108,16.5,2845,15.1,3650,19.4,3329,17.7,1892,10.0,988,5.3,911,4.8,75,952,1295.8021379853596
0.0,0.0,0.0,7089.0,7089.0,5801.0,81.9,0,0.0,0,0.0,372,5.2,1408,19.8,1597,22.6,1838,26.0,874,12.3,552,7.8,242,3.4,203,2.9,75,952,1295.8021379853596
0.0,1.0,0.0,15585.0,15585.0,13666.0,87.8,0,0.0,62,0.4,1747,11.0,3246,20.8,3094,19.9,3262,21.0,2115,13.6,950,6.2,475,3.0,631,4.1,75,952,1295.8021379853596
0.0,15.0,0.0,15126.0,15126.0,13074.0,86.6,0,0.0,30,0.2,1923,12.3,3119,20.7,2686,17.8,2922,19.4,1834,12.2,1070,7.1,626,4.1,913,6.1,75,952,1295.8021379853596
0.0,1.0,0.0,7641.0,7641.0,6472.0,84.7,0,0.0,12,0.2,749,9.8,1278,16.7,1399,18.3,1622,21.3,1274,16.7,837,10.9,374,4.9,93,1.2,75,952,1295.8021379853596
0.0,1.0,0.0,18075.0,18075.0,12905.0,71.5,0,0.0,0,0.0,1749,9.6,2952,16.3,2828,15.6,5228,29.0,3277,18.1,1151,6.4,448,2.5,440,2.5,75,952,1295.8021379853596
0.0,0.0,0.0,39396.0,39396.0,34826.0,88.5,0,0.0,42,0.1,3574,9.0,7678,19.5,6773,17.2,9386,23.8,7827,19.8,2987,7.6,651,1.7,475,1.2,75,952,1295.8021379853596
1.0,0.0,0.0,16018.0,16018.0,13813.0,86.1,0,0.0,56,0.3,3469,21.2,3740,23.4,3103,19.6,2392,15.0,1675,10.5,851,5.4,445,2.9,283,1.8,75,952,1295.8021379853596
4.0,1.0,0.0,25528.0,25528.0,18683.0,73.3,0,0.0,80,0.3,3291,12.7,3892,15.3,4802,18.8,6948,27.2,3447,13.6,2039,8.0,716,2.9,309,1.2,75,952,1295.8021379853596
0.0,0.0,0.0,5856.0,5856.0,4759.0,81.5,0,0.0,8,0.1,451,7.6,1177,20.0,1103,18.7,1633,28.0,795,13.7,375,6.5,201,3.4,111,1.9,75,952,1295.8021379853596
0.0,3.0,0.0,14975.0,14975.0,12478.0,83.4,0,0.0,26,0.2,1770,11.5,3766,25.1,2759,18.6,2517,16.8,2189,14.7,1342,8.9,289,1.9,315,2.1,75,952,1295.8021379853596
0.0,1.0,0.0,14350.0,14350.0,11930.0,83.2,0,0.0,41,0.3,2483,16.9,2864,20.0,2680,18.7,3012,21.3,1684,11.8,1023,7.3,265,2.0,293,2.0,75,952,1295.8021379853596
1.0,0.0,0.0,11418.0,11418.0,9044.0,79.3,0,0.0,24,0.2,1278,11.1,2330,20.4,2717,23.8,2507,21.9,1338,11.7,615,5.4,285,2.5,323,2.8,75,952,1295.8021379853596
0.0,0.0,0.0,10235.0,10235.0,6684.0,65.3,0,0.0,26,0.2,1074,10.4,1663,16.3,1456,14.2,2943,28.8,1607,15.7,938,9.2,289,2.9,236,2.3,75,952,1295.8021379853596
0.0,0.0,0.0,10647.0,10647.0,8489.0,79.9,0,0.0,44,0.4,1809,16.7,2017,18.9,1376,12.9,2377,22.4,1461,13.7,1083,10.3,308,3.0,169,1.6,75,952,1295.8021379853596
0.0,1.0,0.0,10062.0,10062.0,8399.0,83.6,0,0.0,30,0.3,783,7.6,1804,18.0,2186,21.7,2506,25.0,1607,16.0,619,6.1,327,3.2,198,1.9,75,952,1295.8021379853596
0.0,0.0,0.0,8182.0,8182.0,6782.0,83.0,0,0.0,57,0.7,776,9.4,1823,22.3,1902,23.3,1702,20.8,1154,14.2,459,5.7,244,3.0,63,0.8,75,952,1295.8021379853596
0.0,0.0,0.0,8461.0,8461.0,6473.0,76.6,0,0.0,45,0.5,1044,12.2,1878,22.3,1429,16.8,1720,20.4,1245,14.8,490,5.9,313,3.7,292,3.5,75,952,1295.8021379853596
0.0,0.0,0.0,66442.0,66442.0,55893.0,84.1,0,0.0,120,0.2,4499,6.7,7633,11.4,9757,14.7,19366,29.2,11805,17.8,6565,9.9,3478,5.2,3217,4.8,75,952,1295.8021379853596
3.0,1.0,0.0,22535.0,22535.0,16797.0,74.6,0,0.0,51,0.2,2942,12.9,4659,20.7,4886,21.7,5534,24.6,2620,11.7,1082,4.8,471,2.1,287,1.3,75,952,1295.8021379853596
2.0,5.0,0.0,185842.0,185842.0,149125.0,80.3,0,0.0,148,0.1,8115,4.3,13690,7.4,16745,9.0,35647,19.2,45160,24.3,41115,22.2,15323,8.3,9896,5.4,75,952,1295.8021379853596
