,fipsCode,housing_cluster,econ_cluster
366,72057,0,4
367,72059,0,4
368,72059,0,4
369,72061,0,2
370,72061,0,2
371,72061,0,2
372,72063,0,2
373,72063,0,2
374,72063,0,2
375,72065,0,4
376,72065,0,4
377,72067,0,4
378,72067,0,4
379,72067,0,4
380,72069,0,4
381,72069,0,4
382,72069,0,4
383,72071,0,4
384,72071,0,4
385,72073,0,4
386,72073,0,4
387,72073,0,4
388,72075,0,4
389,72075,0,4
390,72075,0,4
391,72077,0,4
392,72077,0,4
393,72077,0,4
394,72079,0,4
395,72079,0,4
396,72081,0,4
397,72081,0,4
398,72083,0,4
399,72083,0,4
400,72085,0,4
401,72085,0,4
402,72085,0,4
403,72087,0,4
404,72087,0,4
405,72087,0,4
406,72087,0,4
407,72089,0,4
408,72089,0,4
409,72089,0,4
410,72089,0,4
411,72091,0,4
412,72091,0,4
413,72093,0,4
414,72093,0,4
415,72095,0,4
416,72095,0,4
417,72097,0,4
418,72097,0,4
419,72097,0,4
420,72099,0,4
421,72099,0,4
422,72101,0,4
423,72101,0,4
424,72103,0,4
425,72103,0,4
426,72103,0,4
427,72103,0,4
428,72105,0,4
429,72105,0,4
430,72105,0,4
431,72107,0,4
432,72107,0,4
433,72107,0,4
434,72109,0,4
435,72109,0,4
436,72109,0,4
437,72111,0,4
438,72111,0,4
439,72113,0,4
440,72113,0,4
441,72113,0,4
442,72115,0,4
443,72115,0,4
444,72117,0,4
445,72117,0,4
446,72117,0,4
447,72119,0,4
448,72119,0,4
449,72119,0,4
450,72121,0,4
451,72121,0,4
452,72123,0,4
453,72123,0,4
454,72125,0,4
455,72125,0,4
456,72127,2,4
457,72127,2,4
458,72127,2,4
459,72129,0,4
460,72129,0,4
461,72129,0,4
462,72131,0,4
463,72131,0,4
464,72133,0,4
465,72133,0,4
466,72135,0,4
467,72135,0,4
468,72137,0,4
469,72137,0,4
470,72137,0,4
471,72139,0,2
472,72139,0,2
473,72139,0,2
474,72141,0,4
475,72141,0,4
476,72143,0,4
477,72143,0,4
478,72145,0,4
479,72145,0,4
480,72145,0,4
481,72145,0,4
482,72147,0,4
483,72147,0,4
484,72147,0,4
485,72147,0,4
486,72149,0,4
487,72149,0,4
488,72149,0,4
489,72151,0,4
490,72151,0,4
491,72151,0,4
492,72153,0,4
493,72153,0,4
494,28005,0,4
495,28005,0,4
496,28005,0,4
497,28045,0,0
498,28045,0,0
499,28045,0,0
500,28045,0,0
501,28045,0,0
502,28045,0,0
503,28047,0,0
504,28047,0,0
505,28047,0,0
506,28047,0,0
507,28047,0,0
508,28047,0,0
509,28059,0,0
510,28059,0,0
511,28059,0,0
512,28059,0,0
513,28059,0,0
514,28109,0,2
515,28109,0,2
516,28109,0,2
517,28113,0,2
518,28113,0,2
519,28113,0,2
520,28147,0,2
521,28147,0,2
522,28147,0,2
523,28157,0,4
524,28157,0,4
525,28157,0,4
526,28157,0,4
527,37021,2,0
528,37021,2,0
529,37021,2,0
530,37087,0,0
531,37087,0,0
532,37087,0,0
533,37175,0,0
534,37175,0,0
535,37175,0,0
536,22005,0,3
537,22005,0,3
538,22005,0,3
539,22005,0,3
540,22005,0,3
541,22005,0,3
542,22007,0,2
543,22007,0,2
