,disasterNumber,declarationTitle,state,Date,fipsStateCode,fipsCountyCode,placeCode,year,county,validReg_own,DamageBetween1and1000,DamageBetween10001and2000,DamageBetween20001and3000,DamageGreaterThan3000,validReg_rent,ModerateDamage_rent,MajorDamage_rent,SubstDamage_rent
1067,1792,HURRICANE IKE,LA,2008-09-11 00:00:00+00:00,22,3,99003,2008,Allen (Parish),135,68,0,0,0,56,0,0,0
1068,1792,HURRICANE IKE,LA,2008-09-11 00:00:00+00:00,22,11,99011,2008,Beauregard (Parish),945,337,4,0,1,317,0,0,0
1069,1792,HURRICANE IKE,LA,2008-09-11 00:00:00+00:00,22,19,99019,2008,Calcasieu (Parish),12367,3316,233,207,140,10086,0,0,0
1070,1792,HURRICANE IKE,LA,2008-09-11 00:00:00+00:00,22,23,99023,2008,Cameron (Parish),1770,453,176,215,515,483,0,0,0
1071,1792,HURRICANE IKE,LA,2008-09-11 00:00:00+00:00,22,45,99045,2008,Iberia (Parish),1359,603,125,61,28,737,0,0,0
1072,1792,HURRICANE IKE,LA,2008-09-11 00:00:00+00:00,22,51,99051,2008,Jefferson (Parish),1940,588,239,156,40,1386,0,0,0
1073,1792,HURRICANE IKE,LA,2008-09-11 00:00:00+00:00,22,53,99053,2008,Jefferson Davis (Parish),739,239,6,0,1,403,0,0,0
1074,1792,HURRICANE IKE,LA,2008-09-11 00:00:00+00:00,22,57,99057,2008,Lafourche (Parish),978,436,26,12,16,410,0,0,0
1075,1792,HURRICANE IKE,LA,2008-09-11 00:00:00+00:00,22,63,99063,2008,Livingston (Parish),374,205,64,15,4,94,0,0,0
1076,1792,HURRICANE IKE,LA,2008-09-11 00:00:00+00:00,22,75,99075,2008,Plaquemines (Parish),302,133,11,5,1,158,0,0,0
1077,1792,HURRICANE IKE,LA,2008-09-11 00:00:00+00:00,22,85,99085,2008,Sabine (Parish),170,76,1,0,0,46,0,0,0
1078,1792,HURRICANE IKE,LA,2008-09-11 00:00:00+00:00,22,99,99099,2008,St. Martin (Parish),122,74,6,2,2,50,0,0,0
1079,1792,HURRICANE IKE,LA,2008-09-11 00:00:00+00:00,22,101,99101,2008,St. Mary (Parish),1252,694,92,34,21,712,0,0,0
1080,1792,HURRICANE IKE,LA,2008-09-11 00:00:00+00:00,22,103,99103,2008,St. Tammany (Parish),282,123,17,8,3,104,0,0,0
1081,1792,HURRICANE IKE,LA,2008-09-11 00:00:00+00:00,22,109,99109,2008,Terrebonne (Parish),3629,1520,435,280,143,1953,0,0,0
1082,1792,HURRICANE IKE,LA,2008-09-11 00:00:00+00:00,22,113,99113,2008,Vermilion (Parish),1743,533,157,140,58,811,0,0,0
1083,1792,HURRICANE IKE,LA,2008-09-11 00:00:00+00:00,22,115,99115,2008,Vernon (Parish),251,105,0,0,0,137,0,0,0
1084,1791,HURRICANE IKE,TX,2008-09-07 00:00:00+00:00,48,423,99423,2008,Smith (County),154,57,0,0,1,38,0,0,0
1085,1791,HURRICANE IKE,TX,2008-09-07 00:00:00+00:00,48,5,99005,2008,Angelina (County),3231,1052,11,2,5,1172,0,0,0
1086,1791,HURRICANE IKE,TX,2008-09-07 00:00:00+00:00,48,15,99015,2008,Austin (County),63,29,1,1,0,47,0,0,0
1087,1791,HURRICANE IKE,TX,2008-09-07 00:00:00+00:00,48,39,99039,2008,Brazoria (County),26279,8348,256,62,95,11357,0,0,0
1088,1791,HURRICANE IKE,TX,2008-09-07 00:00:00+00:00,48,71,99071,2008,Chambers (County),6214,2319,169,92,286,1703,0,0,0
1089,1791,HURRICANE IKE,TX,2008-09-07 00:00:00+00:00,48,73,99073,2008,Cherokee (County),892,291,10,1,6,238,0,0,0
1090,1791,HURRICANE IKE,TX,2008-09-07 00:00:00+00:00,48,157,99157,2008,Fort Bend (County),20485,5754,78,15,12,6858,0,0,0
1091,1791,HURRICANE IKE,TX,2008-09-07 00:00:00+00:00,48,167,99167,2008,Galveston (County),39383,12408,2758,2718,3072,31810,0,0,0
1092,1791,HURRICANE IKE,TX,2008-09-07 00:00:00+00:00,48,183,99183,2008,Gregg (County),205,76,2,0,0,57,0,0,0
1093,1791,HURRICANE IKE,TX,2008-09-07 00:00:00+00:00,48,185,99185,2008,Grimes (County),918,286,0,2,6,475,0,0,0
1094,1791,HURRICANE IKE,TX,2008-09-07 00:00:00+00:00,48,199,99199,2008,Hardin (County),8548,2806,79,20,39,3136,0,0,0
1095,1791,HURRICANE IKE,TX,2008-09-07 00:00:00+00:00,48,201,99201,2008,Harris (County),201590,62374,1977,952,804,172819,0,0,0
1096,1791,HURRICANE IKE,TX,2008-09-07 00:00:00+00:00,48,203,99203,2008,Harrison (County),200,77,0,0,6,55,0,0,0
1097,1791,HURRICANE IKE,TX,2008-09-07 00:00:00+00:00,48,225,99225,2008,Houston (County),950,241,3,0,3,692,0,0,0
1098,1791,HURRICANE IKE,TX,2008-09-07 00:00:00+00:00,48,241,99241,2008,Jasper (County),3724,1129,26,7,14,1625,0,0,0
1099,1791,HURRICANE IKE,TX,2008-09-07 00:00:00+00:00,48,245,99245,2008,Jefferson (County),42416,11994,307,240,296,35541,0,0,0
1100,1791,HURRICANE IKE,TX,2008-09-07 00:00:00+00:00,48,291,99291,2008,Liberty (County),10423,5144,163,44,135,3858,0,0,0
1101,1791,HURRICANE IKE,TX,2008-09-07 00:00:00+00:00,48,313,99313,2008,Madison (County),429,106,0,0,0,272,0,0,0
1102,1791,HURRICANE IKE,TX,2008-09-07 00:00:00+00:00,48,321,99321,2008,Matagorda (County),362,133,6,0,1,220,0,0,0
1103,1791,HURRICANE IKE,TX,2008-09-07 00:00:00+00:00,48,339,99339,2008,Montgomery (County),25649,6352,168,54,97,10532,0,0,0
1104,1791,HURRICANE IKE,TX,2008-09-07 00:00:00+00:00,48,347,99347,2008,Nacogdoches (County),1729,488,8,2,7,848,0,0,0
1105,1791,HURRICANE IKE,TX,2008-09-07 00:00:00+00:00,48,351,99351,2008,Newton (County),1577,504,8,0,3,590,0,0,0
1106,1791,HURRICANE IKE,TX,2008-09-07 00:00:00+00:00,48,361,99361,2008,Orange (County),17563,3873,872,1621,1548,9107,0,0,0
1107,1791,HURRICANE IKE,TX,2008-09-07 00:00:00+00:00,48,373,99373,2008,Polk (County),4206,1765,45,11,35,1416,0,0,0
1108,1791,HURRICANE IKE,TX,2008-09-07 00:00:00+00:00,48,401,99401,2008,Rusk (County),317,125,4,1,2,71,0,0,0
1109,1791,HURRICANE IKE,TX,2008-09-07 00:00:00+00:00,48,403,99403,2008,Sabine (County),306,100,0,2,0,102,0,0,0
1110,1791,HURRICANE IKE,TX,2008-09-07 00:00:00+00:00,48,405,99405,2008,San Augustine (County),194,62,0,0,1,72,0,0,0
1111,1791,HURRICANE IKE,TX,2008-09-07 00:00:00+00:00,48,407,99407,2008,San Jacinto (County),2494,1098,23,4,13,687,0,0,0
1112,1791,HURRICANE IKE,TX,2008-09-07 00:00:00+00:00,48,419,99419,2008,Shelby (County),149,57,2,0,0,39,0,0,0
1113,1791,HURRICANE IKE,TX,2008-09-07 00:00:00+00:00,48,455,99455,2008,Trinity (County),1305,376,1,1,2,402,0,0,0
1114,1791,HURRICANE IKE,TX,2008-09-07 00:00:00+00:00,48,457,99457,2008,Tyler (County),2655,942,30,9,13,729,0,0,0
1115,1791,HURRICANE IKE,TX,2008-09-07 00:00:00+00:00,48,471,99471,2008,Walker (County),1989,586,9,2,9,1649,0,0,0
1116,1791,HURRICANE IKE,TX,2008-09-07 00:00:00+00:00,48,473,99473,2008,Waller (County),432,155,5,1,2,201,0,0,0
1117,1791,HURRICANE IKE,TX,2008-09-07 00:00:00+00:00,48,477,99477,2008,Washington (County),74,32,0,0,0,36,0,0,0
1118,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,1,99001,2008,Acadia (Parish),2606,985,30,1,2,2183,0,0,0
1119,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,3,99003,2008,Allen (Parish),1232,438,18,2,4,611,0,0,0
1120,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,5,99005,2008,Ascension (Parish),8631,3430,130,37,75,3108,0,0,0
1121,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,7,99007,2008,Assumption (Parish),3654,1920,101,20,52,1202,0,0,0
1122,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,9,99009,2008,Avoyelles (Parish),3286,1557,35,8,9,1277,0,0,0
1123,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,11,99011,2008,Beauregard (Parish),900,154,2,0,1,291,0,0,0
1124,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,19,99019,2008,Calcasieu (Parish),10027,531,5,1,1,8978,0,0,0
1125,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,23,99023,2008,Cameron (Parish),419,38,2,1,1,120,0,0,0
1126,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,25,99025,2008,Catahoula (Parish),629,368,38,8,5,201,0,0,0
1127,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,29,99029,2008,Concordia (Parish),866,603,12,1,1,410,0,0,0
1128,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,33,99033,2008,East Baton Rouge (Parish),26837,9800,153,56,91,26897,0,0,0
1129,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,35,99035,2008,East Carroll (Parish),405,296,26,3,2,341,0,0,0
1130,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,37,99037,2008,East Feliciana (Parish),1627,790,22,6,10,514,0,0,0
1131,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,39,99039,2008,Evangeline (Parish),2380,816,20,5,10,1650,0,0,0
1132,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,41,99041,2008,Franklin (Parish),878,475,123,37,11,497,0,0,0
1133,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,43,99043,2008,Grant (Parish),712,315,4,1,6,175,0,0,0
1134,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,45,99045,2008,Iberia (Parish),5201,2334,59,14,12,4213,0,0,0
1135,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,47,99047,2008,Iberville (Parish),4258,2263,134,22,74,1869,0,0,0
1136,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,51,99051,2008,Jefferson (Parish),34703,6417,58,12,12,33266,0,0,0
1137,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,53,99053,2008,Jefferson Davis (Parish),1450,278,3,1,0,935,0,0,0
1138,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,55,99055,2008,Lafayette (Parish),5243,1921,29,6,7,5041,0,0,0
1139,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,57,99057,2008,Lafourche (Parish),10596,4189,117,40,119,5009,0,0,0
1140,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,59,99059,2008,La Salle (Parish),324,117,2,0,1,76,0,0,0
1141,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,63,99063,2008,Livingston (Parish),7830,2781,102,23,58,2735,0,0,0
1142,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,65,99065,2008,Madison (Parish),95,73,2,1,1,45,0,0,0
1143,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,67,99067,2008,Morehouse (Parish),365,237,11,4,3,117,0,0,0
1144,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,71,99071,2008,Orleans (Parish),21908,4507,37,10,11,37102,0,0,0
1145,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,73,99073,2008,Ouachita (Parish),1240,813,96,19,7,984,0,0,0
1146,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,75,99075,2008,Plaquemines (Parish),2095,634,12,3,1,1159,0,0,0
1147,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,77,99077,2008,Pointe Coupee (Parish),2514,1157,65,18,36,1188,0,0,0
1148,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,79,99079,2008,Rapides (Parish),6017,2589,250,80,37,4019,0,0,0
1149,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,83,99083,2008,Richland (Parish),411,270,35,8,4,219,0,0,0
1150,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,85,99085,2008,Sabine (Parish),76,27,0,0,0,20,0,0,0
1151,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,87,99087,2008,St. Bernard (Parish),3461,677,3,5,7,2358,0,0,0
1152,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,89,99089,2008,St. Charles (Parish),5065,1462,21,6,7,2615,0,0,0
1153,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,91,99091,2008,St. Helena (Parish),789,476,16,3,5,312,0,0,0
1154,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,93,99093,2008,St. James (Parish),2698,1465,69,14,31,998,0,0,0
1155,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,95,99095,2008,St. John the Baptist (Parish),6214,2186,47,5,13,3139,0,0,0
1156,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,97,99097,2008,St. Landry (Parish),7577,3343,79,18,48,4702,0,0,0
1157,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,99,99099,2008,St. Martin (Parish),3508,1668,43,11,22,1470,0,0,0
1158,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,101,99101,2008,St. Mary (Parish),5184,2630,94,19,43,3056,0,0,0
1159,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,103,99103,2008,St. Tammany (Parish),12086,1903,40,2,10,5072,0,0,0
1160,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,105,99105,2008,Tangipahoa (Parish),6997,3035,125,22,28,4665,0,0,0
1161,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,107,99107,2008,Tensas (Parish),202,138,2,0,0,80,0,0,0
1162,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,109,99109,2008,Terrebonne (Parish),16619,6840,224,53,173,8386,0,0,0
1163,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,111,99111,2008,Union (Parish),27,16,1,0,0,7,0,0,0
1164,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,113,99113,2008,Vermilion (Parish),3201,853,13,3,9,1985,0,0,0
1165,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,115,99115,2008,Vernon (Parish),303,94,0,0,2,142,0,0,0
1166,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,117,99117,2008,Washington (Parish),848,387,5,0,0,635,0,0,0
1167,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,121,99121,2008,West Baton Rouge (Parish),2268,1158,28,4,16,1044,0,0,0
1168,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,123,99123,2008,West Carroll (Parish),226,174,14,4,0,98,0,0,0
1169,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,125,99125,2008,West Feliciana (Parish),845,320,17,5,7,343,0,0,0
1170,1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,127,99127,2008,Winn (Parish),94,51,1,0,1,18,0,0,0
1171,1780,HURRICANE DOLLY,TX,2008-07-22 00:00:00+00:00,48,61,99061,2008,Cameron (County),14246,10167,272,36,40,4123,0,0,0
1172,1780,HURRICANE DOLLY,TX,2008-07-22 00:00:00+00:00,48,215,99215,2008,Hidalgo (County),13219,9994,189,23,21,3133,0,0,0
1173,1780,HURRICANE DOLLY,TX,2008-07-22 00:00:00+00:00,48,489,99489,2008,Willacy (County),1816,1334,17,2,0,409,0,0,0
1174,1607,HURRICANE RITA ,LA,2005-09-23 00:00:00+00:00,22,7,99007,2005,Assumption (Parish),1,0,0,0,0,,,,
1175,1607,HURRICANE RITA ,LA,2005-09-23 00:00:00+00:00,22,33,99033,2005,East Baton Rouge (Parish),1,0,0,0,0,1,0,0,0
1176,1607,HURRICANE RITA ,LA,2005-09-23 00:00:00+00:00,22,71,99071,2005,Orleans (Parish),5,0,0,0,0,9,0,0,0
1177,1607,HURRICANE RITA ,LA,2005-09-23 00:00:00+00:00,22,79,99079,2005,Rapides (Parish),,,,,,1,0,0,0
1178,1607,HURRICANE RITA ,LA,2005-09-23 00:00:00+00:00,22,89,99089,2005,St. Charles (Parish),1,0,0,0,0,,,,
1179,1607,HURRICANE RITA ,LA,2005-09-23 00:00:00+00:00,22,1,99001,2005,Acadia (Parish),7645,3504,24,4,20,4941,0,0,0
1180,1607,HURRICANE RITA ,LA,2005-09-23 00:00:00+00:00,22,3,99003,2005,Allen (Parish),5593,2953,10,1,14,2628,0,0,0
1181,1607,HURRICANE RITA ,LA,2005-09-23 00:00:00+00:00,22,5,99005,2005,Ascension (Parish),1752,717,10,0,2,1104,0,0,0
1182,1607,HURRICANE RITA ,LA,2005-09-23 00:00:00+00:00,22,11,99011,2005,Beauregard (Parish),10600,5924,50,6,59,3941,0,0,0
1183,1607,HURRICANE RITA ,LA,2005-09-23 00:00:00+00:00,22,19,99019,2005,Calcasieu (Parish),58159,32592,733,144,574,50048,0,0,0
1184,1607,HURRICANE RITA ,LA,2005-09-23 00:00:00+00:00,22,23,99023,2005,Cameron (Parish),3449,573,286,113,1499,1651,0,0,0
1185,1607,HURRICANE RITA ,LA,2005-09-23 00:00:00+00:00,22,39,99039,2005,Evangeline (Parish),2658,1120,4,1,7,1830,0,0,0
1186,1607,HURRICANE RITA ,LA,2005-09-23 00:00:00+00:00,22,45,99045,2005,Iberia (Parish),8456,3762,374,82,95,6627,0,0,0
1187,1607,HURRICANE RITA ,LA,2005-09-23 00:00:00+00:00,22,51,99051,2005,Jefferson (Parish),7383,1335,260,36,71,16001,0,0,0
1188,1607,HURRICANE RITA ,LA,2005-09-23 00:00:00+00:00,22,53,99053,2005,Jefferson Davis (Parish),9293,4555,33,7,37,5066,0,0,0
1189,1607,HURRICANE RITA ,LA,2005-09-23 00:00:00+00:00,22,55,99055,2005,Lafayette (Parish),6488,2987,21,1,13,5984,0,0,0
1190,1607,HURRICANE RITA ,LA,2005-09-23 00:00:00+00:00,22,57,99057,2005,Lafourche (Parish),2819,1212,33,6,15,1644,0,0,0
1191,1607,HURRICANE RITA ,LA,2005-09-23 00:00:00+00:00,22,63,99063,2005,Livingston (Parish),1281,481,14,0,2,445,0,0,0
1192,1607,HURRICANE RITA ,LA,2005-09-23 00:00:00+00:00,22,75,99075,2005,Plaquemines (Parish),1774,106,56,23,349,1536,0,0,0
1193,1607,HURRICANE RITA ,LA,2005-09-23 00:00:00+00:00,22,85,99085,2005,Sabine (Parish),3211,1557,10,0,14,743,0,0,0
1194,1607,HURRICANE RITA ,LA,2005-09-23 00:00:00+00:00,22,97,99097,2005,St. Landry (Parish),6292,3312,15,1,3,5507,0,0,0
1195,1607,HURRICANE RITA ,LA,2005-09-23 00:00:00+00:00,22,99,99099,2005,St. Martin (Parish),2956,1720,18,1,5,1505,0,0,0
1196,1607,HURRICANE RITA ,LA,2005-09-23 00:00:00+00:00,22,101,99101,2005,St. Mary (Parish),5185,2592,61,15,25,3692,0,0,0
1197,1607,HURRICANE RITA ,LA,2005-09-23 00:00:00+00:00,22,103,99103,2005,St. Tammany (Parish),1822,134,12,1,5,1696,0,0,0
1198,1607,HURRICANE RITA ,LA,2005-09-23 00:00:00+00:00,22,109,99109,2005,Terrebonne (Parish),9133,4170,869,134,78,5053,0,0,0
1199,1607,HURRICANE RITA ,LA,2005-09-23 00:00:00+00:00,22,113,99113,2005,Vermilion (Parish),11300,4730,1223,224,223,5883,0,0,0
1200,1607,HURRICANE RITA ,LA,2005-09-23 00:00:00+00:00,22,115,99115,2005,Vernon (Parish),8366,4239,17,2,20,5738,0,0,0
1201,1607,HURRICANE RITA ,LA,2005-09-23 00:00:00+00:00,22,121,99121,2005,West Baton Rouge (Parish),411,199,0,0,1,363,0,0,0
1202,1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,1,99001,2005,Anderson (County),1,0,0,0,0,1,0,0,0
1203,1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,3,99003,2005,Andrews (County),,,,,,1,0,0,0
1204,1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,19,99019,2005,Bandera (County),,,,,,2,0,0,0
1205,1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,31,99031,2005,Blanco (County),1,0,0,0,0,,,,
1206,1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,45,99045,2005,Briscoe (County),,,,,,1,0,0,0
1207,1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,49,99049,2005,Brown (County),,,,,,1,0,0,0
1208,1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,51,99051,2005,Burleson (County),,,,,,5,0,0,0
1209,1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,53,99053,2005,Burnet (County),1,0,0,0,0,1,0,0,0
1210,1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,55,99055,2005,Caldwell (County),,,,,,1,0,0,0
1211,1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,79,99079,2005,Cochran (County),,,,,,1,0,0,0
1212,1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,87,99087,2005,Collingsworth (County),,,,,,1,0,0,0
1213,1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,95,99095,2005,Concho (County),,,,,,1,0,0,0
1214,1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,97,99097,2005,Cooke (County),1,0,0,0,0,,,,
1215,1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,103,99103,2005,Crane (County),,,,,,2,0,0,0
1216,1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,105,99105,2005,Crockett (County),1,0,0,0,0,,,,
1217,1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,115,99115,2005,Dawson (County),1,0,0,0,0,,,,
1218,1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,475,99475,2005,Ward (County),,,,,,1,0,0,0
1219,1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,5,99005,2005,Angelina (County),6946,3418,19,3,26,2566,0,0,0
1220,1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,39,99039,2005,Brazoria (County),5074,795,2,1,5,4624,0,0,0
1221,1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,71,99071,2005,Chambers (County),6467,3087,21,5,40,2460,0,0,0
1222,1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,157,99157,2005,Fort Bend (County),2099,332,1,0,1,1584,0,0,0
1223,1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,167,99167,2005,Galveston (County),20100,5387,31,8,11,21348,0,0,0
1224,1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,199,99199,2005,Hardin (County),17287,9520,195,31,176,7010,0,0,0
1225,1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,201,99201,2005,Harris (County),38853,8639,21,4,16,48382,0,0,0
1226,1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,241,99241,2005,Jasper (County),12020,7026,105,17,166,5070,0,0,0
1227,1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,245,99245,2005,Jefferson (County),68357,33185,716,111,265,64527,0,0,0
1228,1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,291,99291,2005,Liberty (County),18703,8943,69,17,63,8345,0,0,0
1229,1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,339,99339,2005,Montgomery (County),8148,3301,22,6,8,3210,0,0,0
1230,1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,347,99347,2005,Nacogdoches (County),3767,1876,7,5,10,2106,0,0,0
1231,1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,351,99351,2005,Newton (County),4616,2726,72,19,85,1654,0,0,0
1232,1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,361,99361,2005,Orange (County),28059,15046,363,66,431,15811,0,0,0
1233,1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,373,99373,2005,Polk (County),8122,4007,40,9,24,3141,0,0,0
1234,1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,403,99403,2005,Sabine (County),3164,1492,16,1,11,690,0,0,0
1235,1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,405,99405,2005,San Augustine (County),1733,920,3,0,12,443,0,0,0
1236,1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,407,99407,2005,San Jacinto (County),4603,2444,22,4,24,1218,0,0,0
1237,1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,419,99419,2005,Shelby (County),1650,788,1,1,3,487,0,0,0
1238,1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,455,99455,2005,Trinity (County),1804,877,1,2,6,565,0,0,0
1239,1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,457,99457,2005,Tyler (County),6967,3926,132,20,110,2040,0,0,0
1240,1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,471,99471,2005,Walker (County),1498,659,5,1,9,914,0,0,0
1241,1605,HURRICANE KATRINA,AL,2005-08-29 00:00:00+00:00,1,75,99075,2005,Lamar (County),1,0,0,0,0,,,,
1242,1605,HURRICANE KATRINA,AL,2005-08-29 00:00:00+00:00,1,3,99003,2005,Baldwin (County),5402,3396,87,33,40,2162,0,0,0
1243,1605,HURRICANE KATRINA,AL,2005-08-29 00:00:00+00:00,1,23,99023,2005,Choctaw (County),2193,1491,7,0,4,431,0,0,0
1244,1605,HURRICANE KATRINA,AL,2005-08-29 00:00:00+00:00,1,25,99025,2005,Clarke (County),1885,1279,13,2,4,707,0,0,0
1245,1605,HURRICANE KATRINA,AL,2005-08-29 00:00:00+00:00,1,63,99063,2005,Greene (County),1099,585,3,0,1,396,0,0,0
1246,1605,HURRICANE KATRINA,AL,2005-08-29 00:00:00+00:00,1,65,99065,2005,Hale (County),578,437,1,0,0,163,0,0,0
1247,1605,HURRICANE KATRINA,AL,2005-08-29 00:00:00+00:00,1,91,99091,2005,Marengo (County),631,505,1,0,1,204,0,0,0
1248,1605,HURRICANE KATRINA,AL,2005-08-29 00:00:00+00:00,1,97,99097,2005,Mobile (County),54157,34298,925,604,498,32579,0,0,0
1249,1605,HURRICANE KATRINA,AL,2005-08-29 00:00:00+00:00,1,107,99107,2005,Pickens (County),1130,712,1,0,3,246,0,0,0
