,Code,Name,Date,Time in UTC,Record Identifier,Status,Latitude,Longitude,Max Wind,Min Pressure,34 kt wind radii maximum extent in northeastern quadrant,34 kt wind radii maximum extent in southeastern quadrant,34 kt wind radii maximum extent in northwestern quadrant,34 kt wind radii maximum extent in southwestern quadrant,50 kt wind radii maximum extent in northeastern quadrant,50 kt wind radii maximum extent in southeastern quadrant,50 kt wind radii maximum extent in northwestern quadrant,50 kt wind radii maximum extent in southwestern quadrant,64 kt wind radii maximum extent in northeastern quadrant,64 kt wind radii maximum extent in southeastern quadrant,64 kt wind radii maximum extent in northwestern quadrant,64 kt wind radii maximum extent in southwestern quadrant,Radius of Max Wind
3028,AL021887,UNNAMED,18870521, 1800,, TS, 28.2N,  70.3W,  35, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3029,AL031887,UNNAMED,18870613, 0000,, TS, 25.1N,  87.3W,  35, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3030,AL031887,UNNAMED,18870613, 0600,, TS, 26.0N,  87.7W,  35, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3031,AL031887,UNNAMED,18870613, 1200,, TS, 27.0N,  88.0W,  35, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3032,AL031887,UNNAMED,18870613, 1800,, TS, 28.0N,  88.3W,  35, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3033,AL031887,UNNAMED,18870614, 0000,, TS, 29.0N,  88.5W,  35, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3034,AL031887,UNNAMED,18870614, 0600,, TS, 30.0N,  88.7W,  35, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3035,AL031887,UNNAMED,18870614, 0700, L, TS, 30.2N,  88.7W,  35, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3036,AL031887,UNNAMED,18870614, 1200,, TD, 31.0N,  88.8W,  30, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3037,AL031887,UNNAMED,18870614, 1800,, TD, 32.0N,  88.8W,  30, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3038,AL041887,UNNAMED,18870726, 1200,, HU, 25.1N,  87.6W,  75, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3039,AL041887,UNNAMED,18870726, 1800,, HU, 26.3N,  87.7W,  75, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3040,AL041887,UNNAMED,18870727, 0000,, HU, 27.5N,  87.6W,  75, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3041,AL041887,UNNAMED,18870727, 0600,, HU, 28.7N,  87.2W,  75, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3042,AL041887,UNNAMED,18870727, 1200,, HU, 29.9N,  86.8W,  75, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3043,AL041887,UNNAMED,18870727, 1500, L, HU, 30.4N,  86.6W,  75, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3044,AL041887,UNNAMED,18870727, 1800,, HU, 30.9N,  86.3W,  65, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3045,AL041887,UNNAMED,18870728, 0000,, TS, 31.7N,  85.8W,  50, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3046,AL041887,UNNAMED,18870728, 0600,, TS, 32.3N,  85.4W,  40, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3047,AL041887,UNNAMED,18870728, 1200,, TS, 32.8N,  85.0W,  35, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3048,AL041887,UNNAMED,18870728, 1800,, TD, 33.6N,  84.4W,  30, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3049,AL061887,UNNAMED,18870818, 1800,, HU, 27.6N,  77.5W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3050,AL061887,UNNAMED,18870819, 0000,, HU, 28.1N,  78.2W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3051,AL061887,UNNAMED,18870819, 0600,, HU, 28.6N,  78.8W,  95, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3052,AL061887,UNNAMED,18870819, 1200,, HU, 29.5N,  79.0W, 100, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3053,AL061887,UNNAMED,18870819, 1800,, HU, 30.9N,  78.8W, 100, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3054,AL061887,UNNAMED,18870820, 0000,, HU, 32.4N,  78.0W, 100, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3055,AL061887,UNNAMED,18870820, 0600,, HU, 33.6N,  76.7W, 105, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3056,AL061887,UNNAMED,18870820, 1200,, HU, 35.0N,  75.0W, 105, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3057,AL061887,UNNAMED,18870820, 1800,, HU, 36.7N,  73.1W, 105, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3058,AL061887,UNNAMED,18870821, 0000,, HU, 38.2N,  70.9W, 100, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3059,AL061887,UNNAMED,18870821, 0600,, HU, 39.8N,  68.4W,  95, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3060,AL061887,UNNAMED,18870821, 1200,, HU, 41.0N,  66.0W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3061,AL061887,UNNAMED,18870821, 1800,, HU, 42.0N,  62.0W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3062,AL061887,UNNAMED,18870822, 0000,, HU, 42.8N,  57.7W,  75, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3063,AL061887,UNNAMED,18870822, 0600,, HU, 43.4N,  53.6W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3064,AL071887,UNNAMED,18870822, 1800,, HU, 27.8N,  78.6W, 110, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3065,AL071887,UNNAMED,18870823, 0000,, HU, 28.6N,  78.7W, 110, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3066,AL071887,UNNAMED,18870823, 0600,, HU, 29.3N,  78.6W, 110, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3067,AL071887,UNNAMED,18870823, 1200,, HU, 30.0N,  78.5W, 110, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3068,AL071887,UNNAMED,18870823, 1800,, HU, 30.7N,  78.4W, 110, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3069,AL071887,UNNAMED,18870824, 0000,, HU, 31.4N,  78.2W, 110, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3070,AL071887,UNNAMED,18870824, 0600,, HU, 31.8N,  78.0W, 110, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3071,AL071887,UNNAMED,18870824, 1200,, HU, 32.3N,  77.7W, 110, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3072,AL071887,UNNAMED,18870824, 1800,, HU, 33.3N,  76.7W, 110, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3073,AL071887,UNNAMED,18870825, 0000,, HU, 34.2N,  75.6W, 110, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3074,AL071887,UNNAMED,18870825, 0600,, HU, 35.0N,  74.4W, 110, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3075,AL071887,UNNAMED,18870825, 1200,, HU, 35.7N,  73.3W, 110, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3076,AL071887,UNNAMED,18870825, 1800,, HU, 36.7N,  71.3W, 110, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3077,AL071887,UNNAMED,18870826, 0000,, HU, 37.9N,  69.1W, 105, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3078,AL071887,UNNAMED,18870826, 0600,, HU, 39.0N,  66.3W, 105, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3079,AL071887,UNNAMED,18870826, 1200,, HU, 40.0N,  64.0W, 100, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3080,AL071887,UNNAMED,18870826, 1800,, HU, 42.0N,  60.3W, 100, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3081,AL071887,UNNAMED,18870827, 0000,, HU, 44.3N,  56.0W,  95, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3082,AL071887,UNNAMED,18870827, 0600,, HU, 46.3N,  51.4W,  85, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3083,AL081887,UNNAMED,18870901, 0000,, TS, 28.1N,  53.7W,  35, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3084,AL081887,UNNAMED,18870901, 0600,, TS, 28.6N,  54.4W,  40, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3085,AL081887,UNNAMED,18870901, 1200,, TS, 29.0N,  55.0W,  45, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3086,AL081887,UNNAMED,18870901, 1800,, TS, 29.6N,  55.9W,  50, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3087,AL081887,UNNAMED,18870902, 0000,, TS, 30.4N,  57.0W,  55, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3088,AL081887,UNNAMED,18870902, 0600,, HU, 31.1N,  57.8W,  65, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3089,AL081887,UNNAMED,18870902, 1200,, HU, 32.0N,  58.5W,  75, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3090,AL081887,UNNAMED,18870902, 1800,, HU, 34.2N,  58.7W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3091,AL081887,UNNAMED,18870903, 0000,, HU, 36.7N,  57.8W,  85, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3092,AL081887,UNNAMED,18870903, 0600,, HU, 38.8N,  56.4W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3093,AL081887,UNNAMED,18870903, 1200,, HU, 41.0N,  54.0W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3094,AL081887,UNNAMED,18870903, 1800,, HU, 43.7N,  49.7W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3095,AL081887,UNNAMED,18870904, 0000,, HU, 46.4N,  44.5W,  90,  963, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3096,AL081887,UNNAMED,18870904, 0600,, HU, 49.2N,  39.7W,  90, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3097,AL091887,UNNAMED,18870919, 1200,, HU, 24.5N,  91.0W,  85, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3098,AL091887,UNNAMED,18870919, 1800,, HU, 25.0N,  91.7W,  85, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3099,AL091887,UNNAMED,18870920, 0000,, HU, 25.4N,  92.3W,  85, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3100,AL091887,UNNAMED,18870920, 0600,, HU, 25.8N,  93.1W,  85, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3101,AL091887,UNNAMED,18870920, 1200,, HU, 26.0N,  94.0W,  85, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3102,AL091887,UNNAMED,18870920, 1800,, HU, 26.1N,  94.8W,  85, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3103,AL091887,UNNAMED,18870921, 0000,, HU, 26.1N,  95.6W,  85, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3104,AL091887,UNNAMED,18870921, 0600,, HU, 26.1N,  96.2W,  80, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3105,AL091887,UNNAMED,18870921, 1200,, HU, 26.1N,  96.8W,  75, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3106,AL091887,UNNAMED,18870921, 1700, L, HU, 26.1N,  97.2W,  75,  973, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,   40
3107,AL091887,UNNAMED,18870921, 1800,, HU, 26.1N,  97.3W,  75,  973, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3108,AL091887,UNNAMED,18870922, 0000,, TS, 26.0N,  97.9W,  60, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3109,AL091887,UNNAMED,18870922, 0600,, TS, 25.8N,  98.4W,  45, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3110,AL091887,UNNAMED,18870922, 1200,, TS, 25.5N,  98.9W,  35, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3111,AL091887,UNNAMED,18870922, 1800,, TD, 25.0N,  99.6W,  30, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3112,AL101887,UNNAMED,18870915, 1200,, TS, 28.1N,  55.0W,  45, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3113,AL101887,UNNAMED,18870915, 1800,, TS, 29.5N,  55.3W,  50, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3114,AL101887,UNNAMED,18870916, 0000,, TS, 30.8N,  55.5W,  55, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3115,AL101887,UNNAMED,18870916, 0600,, TS, 32.5N,  55.6W,  60, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3116,AL101887,UNNAMED,18870916, 1200,, HU, 34.0N,  55.3W,  65, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3117,AL101887,UNNAMED,18870916, 1800,, HU, 35.4N,  55.1W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3118,AL101887,UNNAMED,18870917, 0000,, HU, 37.4N,  54.7W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3119,AL101887,UNNAMED,18870917, 0600,, HU, 39.3N,  54.1W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3120,AL101887,UNNAMED,18870917, 1200,, HU, 41.0N,  53.5W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3121,AL101887,UNNAMED,18870917, 1800,, HU, 42.8N,  52.7W,  70, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3122,AL101887,UNNAMED,18870918, 0000,, HU, 45.7N,  51.4W,  70,  983, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3123,AL101887,UNNAMED,18870918, 0600,, HU, 48.0N,  49.8W,  65, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3124,AL131887,UNNAMED,18871017, 0000,, HU, 24.5N,  89.6W,  75, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3125,AL131887,UNNAMED,18871017, 0600,, HU, 24.8N,  89.9W,  75, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3126,AL131887,UNNAMED,18871017, 1200,, HU, 25.1N,  90.2W,  75, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3127,AL131887,UNNAMED,18871017, 1800,, HU, 25.6N,  90.5W,  75, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3128,AL131887,UNNAMED,18871018, 0000,, HU, 26.3N,  90.9W,  75, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3129,AL131887,UNNAMED,18871018, 0600,, HU, 27.1N,  91.2W,  75, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3130,AL131887,UNNAMED,18871018, 1200,, HU, 27.7N,  91.3W,  75, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3131,AL131887,UNNAMED,18871018, 1800,, HU, 28.3N,  91.1W,  75, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3132,AL131887,UNNAMED,18871019, 0000,, HU, 28.9N,  90.7W,  75, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3133,AL131887,UNNAMED,18871019, 0200, L, HU, 29.1N,  90.4W,  75, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3134,AL131887,UNNAMED,18871019, 0600,, HU, 29.5N,  90.0W,  65, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3135,AL131887,UNNAMED,18871019, 1200,, TS, 30.2N,  89.1W,  55, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3136,AL131887,UNNAMED,18871019, 1800,, TS, 30.9N,  88.0W,  45, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3137,AL131887,UNNAMED,18871020, 0000,, TS, 31.5N,  86.1W,  35, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3138,AL131887,UNNAMED,18871020, 0600,, TD, 32.2N,  84.1W,  30, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3139,AL131887,UNNAMED,18871020, 1200,, TD, 33.0N,  82.5W,  30, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3140,AL131887,UNNAMED,18871020, 1800,, TD, 34.4N,  79.9W,  30, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3141,AL141887,UNNAMED,18871010, 0600,, TS, 28.2N,  39.0W,  35, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3142,AL141887,UNNAMED,18871010, 1200,, TS, 29.0N,  40.0W,  45, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3143,AL141887,UNNAMED,18871010, 1800,, TS, 30.1N,  40.2W,  55, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3144,AL141887,UNNAMED,18871011, 0000,, HU, 31.3N,  40.2W,  65, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3145,AL141887,UNNAMED,18871011, 0600,, HU, 32.5N,  40.1W,  75, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3146,AL141887,UNNAMED,18871011, 1200,, HU, 33.7N,  40.0W,  75, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3147,AL141887,UNNAMED,18871011, 1800,, HU, 35.2N,  39.9W,  75, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3148,AL141887,UNNAMED,18871012, 0000,, HU, 36.8N,  39.8W,  75, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3149,AL141887,UNNAMED,18871012, 0600,, HU, 38.4N,  39.7W,  75, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3150,AL151887,UNNAMED,18871019, 0000,, TS, 27.6N,  54.7W,  45, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3151,AL151887,UNNAMED,18871019, 0600,, TS, 29.0N,  53.7W,  40, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3152,AL151887,UNNAMED,18871019, 1200,, TS, 30.4N,  52.5W,  35, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3153,AL151887,UNNAMED,18871019, 1800,, TD, 31.7N,  51.3W,  25, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3154,AL161887,UNNAMED,18871029, 1200,, TS, 26.5N,  86.0W,  35, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3155,AL161887,UNNAMED,18871029, 1800,, TS, 27.2N,  84.5W,  40, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3156,AL161887,UNNAMED,18871030, 0000,, TS, 28.0N,  83.0W,  40, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3157,AL161887,UNNAMED,18871030, 0100, L, TS, 28.1N,  82.8W,  40, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3158,AL161887,UNNAMED,18871030, 0600,, TS, 28.9N,  81.5W,  35, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3159,AL161887,UNNAMED,18871030, 1200,, TS, 30.0N,  80.0W,  40, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3160,AL161887,UNNAMED,18871030, 1800,, TS, 31.3N,  78.7W,  45, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3161,AL161887,UNNAMED,18871031, 0000,, TS, 32.7N,  77.4W,  50, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3162,AL161887,UNNAMED,18871031, 0600,, TS, 33.9N,  76.1W,  55, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3163,AL161887,UNNAMED,18871031, 1200,, TS, 34.8N,  74.8W,  60, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3164,AL161887,UNNAMED,18871031, 1800,, TS, 35.4N,  73.4W,  60,  993, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3165,AL171887,UNNAMED,18871202, 0600,, TS, 27.9N,  64.5W,  55, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3166,AL171887,UNNAMED,18871202, 1200,, TS, 28.5N,  63.5W,  55, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3167,AL171887,UNNAMED,18871202, 1800,, TS, 29.1N,  62.7W,  55, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3168,AL171887,UNNAMED,18871203, 0000,, TS, 29.8N,  61.9W,  50, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3169,AL171887,UNNAMED,18871203, 0600,, TS, 30.5N,  61.0W,  50, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3170,AL171887,UNNAMED,18871203, 1200,, TS, 31.0N,  60.3W,  50, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3171,AL171887,UNNAMED,18871203, 1800,, TS, 31.5N,  59.5W,  50, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3172,AL171887,UNNAMED,18871204, 0000,, TS, 32.0N,  58.8W,  50, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3173,AL171887,UNNAMED,18871204, 0600,, TS, 32.9N,  57.5W,  50, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
3174,AL171887,UNNAMED,18871204, 1200,, TS, 33.9N,  56.5W,  45, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999
