disasterNumber,declarationTitle,state,Date,fipsStateCode,fipsCountyCode,year,county,validReg_own,DamageBetween1and1000,DamageBetween10001and2000,DamageBetween20001and3000,DamageGreaterThan3000,validReg_rent,ModerateDamage_rent,MajorDamage_rent,SubstDamage_rent,fipsCode,LATITUDE_county,LONGITUDE_county
4830,HURRICANE HELENE,GA,2024-09-24 00:00:00+00:00,13,217,2024,Newton (County),399.0,41.0,5.0,3.0,0.0,693.0,13.0,0.0,0.0,13217,33.570575,-83.898026
4830,HURRICANE HELENE,GA,2024-09-24 00:00:00+00:00,13,1,2024,Appling (County),3740.0,804.0,151.0,8.0,9.0,1409.0,167.0,5.0,0.0,13001,31.770708,-82.338755
4830,HURRICANE HELENE,GA,2024-09-24 00:00:00+00:00,13,3,2024,Atkinson (County),1973.0,489.0,83.0,7.0,6.0,718.0,92.0,3.0,0.0,13003,31.317495,-82.878111
4830,HURRICANE HELENE,GA,2024-09-24 00:00:00+00:00,13,5,2024,Bacon (County),1931.0,345.0,53.0,4.0,5.0,998.0,97.0,3.0,0.0,13005,31.547,-82.46609
4830,HURRICANE HELENE,GA,2024-09-24 00:00:00+00:00,13,17,2024,Ben Hill (County),1497.0,211.0,17.0,2.0,3.0,1583.0,49.0,0.0,0.0,13017,31.727139,-83.24814
4830,HURRICANE HELENE,GA,2024-09-24 00:00:00+00:00,13,19,2024,Berrien (County),2705.0,454.0,116.0,11.0,2.0,1438.0,148.0,8.0,0.0,13019,31.233472,-83.251763
4738,HURRICANE IDALIA,GA,2023-08-30 00:00:00+00:00,13,19,2023,Berrien (County),161.0,44.0,2.0,0.0,0.0,63.0,1.0,0.0,0.0,13019,31.233472,-83.251763
4830,HURRICANE HELENE,GA,2024-09-24 00:00:00+00:00,13,25,2024,Brantley (County),1463.0,168.0,12.0,1.0,0.0,493.0,16.0,0.0,0.0,13025,31.217234,-81.970017
4830,HURRICANE HELENE,GA,2024-09-24 00:00:00+00:00,13,27,2024,Brooks (County),2002.0,303.0,41.0,4.0,4.0,1198.0,78.0,1.0,0.0,13027,30.841118,-83.54227
4738,HURRICANE IDALIA,GA,2023-08-30 00:00:00+00:00,13,27,2023,Brooks (County),302.0,98.0,2.0,0.0,0.0,133.0,14.0,0.0,0.0,13027,30.841118,-83.54227
4830,HURRICANE HELENE,GA,2024-09-24 00:00:00+00:00,13,33,2024,Burke (County),4744.0,973.0,125.0,19.0,14.0,2567.0,252.0,9.0,0.0,13033,33.103215,-82.002339
4830,HURRICANE HELENE,GA,2024-09-24 00:00:00+00:00,13,35,2024,Butts (County),95.0,11.0,3.0,1.0,0.0,54.0,4.0,0.0,0.0,13035,33.294854,-83.972919
4830,HURRICANE HELENE,GA,2024-09-24 00:00:00+00:00,13,43,2024,Candler (County),1701.0,250.0,47.0,6.0,3.0,1094.0,60.0,5.0,0.0,13043,32.399154,-82.060428
4830,HURRICANE HELENE,GA,2024-09-24 00:00:00+00:00,13,65,2024,Clinch (County),1436.0,359.0,71.0,6.0,9.0,685.0,94.0,4.0,0.0,13065,31.021262,-82.744401
4830,HURRICANE HELENE,GA,2024-09-24 00:00:00+00:00,13,71,2024,Colquitt (County),1338.0,131.0,24.0,3.0,0.0,1470.0,60.0,1.0,0.0,13071,31.179661,-83.767871
4830,HURRICANE HELENE,GA,2024-09-24 00:00:00+00:00,13,73,2024,Columbia (County),28347.0,2601.0,350.0,37.0,14.0,11586.0,452.0,23.0,0.0,13073,33.514668,-82.175338
4830,HURRICANE HELENE,GA,2024-09-24 00:00:00+00:00,13,75,2024,Cook (County),1863.0,190.0,32.0,3.0,2.0,1301.0,58.0,1.0,0.0,13075,31.148353,-83.423804
4738,HURRICANE IDALIA,GA,2023-08-30 00:00:00+00:00,13,75,2023,Cook (County),299.0,62.0,1.0,0.0,0.0,171.0,6.0,0.0,0.0,13075,31.148353,-83.423804
4830,HURRICANE HELENE,GA,2024-09-24 00:00:00+00:00,13,91,2024,Dodge (County),1007.0,156.0,23.0,5.0,1.0,625.0,49.0,0.0,0.0,13091,32.212397,-83.173704
4830,HURRICANE HELENE,GA,2024-09-24 00:00:00+00:00,13,101,2024,Echols (County),541.0,111.0,18.0,3.0,5.0,203.0,33.0,1.0,0.0,13101,30.712259,-83.050326
4830,HURRICANE HELENE,GA,2024-09-24 00:00:00+00:00,13,105,2024,Elbert (County),663.0,61.0,10.0,1.0,0.0,499.0,19.0,1.0,0.0,13105,34.128394,-82.880506
4830,HURRICANE HELENE,GA,2024-09-24 00:00:00+00:00,13,107,2024,Emanuel (County),4376.0,832.0,119.0,12.0,9.0,2660.0,225.0,5.0,0.0,13107,32.586625,-82.306411
4830,HURRICANE HELENE,GA,2024-09-24 00:00:00+00:00,13,125,2024,Glascock (County),638.0,69.0,5.0,1.0,0.0,248.0,11.0,0.0,0.0,13125,33.236629,-82.60966
4830,HURRICANE HELENE,GA,2024-09-24 00:00:00+00:00,13,141,2024,Hancock (County),662.0,96.0,9.0,0.0,0.0,360.0,22.0,0.0,0.0,13141,33.254841,-83.01325
4830,HURRICANE HELENE,GA,2024-09-24 00:00:00+00:00,13,155,2024,Irwin (County),990.0,151.0,23.0,0.0,0.0,621.0,27.0,0.0,0.0,13155,31.604345,-83.27986
4830,HURRICANE HELENE,GA,2024-09-24 00:00:00+00:00,13,161,2024,Jeff Davis (County),3164.0,669.0,134.0,13.0,8.0,1471.0,193.0,7.0,0.0,13161,31.847814,-82.600257
4830,HURRICANE HELENE,GA,2024-09-24 00:00:00+00:00,13,163,2024,Jefferson (County),3554.0,661.0,89.0,10.0,8.0,1973.0,180.0,2.0,0.0,13163,33.06898,-82.408116
4830,HURRICANE HELENE,GA,2024-09-24 00:00:00+00:00,13,165,2024,Jenkins (County),1210.0,199.0,33.0,0.0,0.0,787.0,62.0,0.0,0.0,13165,32.789871,-81.947165
4830,HURRICANE HELENE,GA,2024-09-24 00:00:00+00:00,13,167,2024,Johnson (County),1641.0,279.0,59.0,4.0,5.0,661.0,46.0,1.0,0.0,13167,32.699439,-82.684511
4830,HURRICANE HELENE,GA,2024-09-24 00:00:00+00:00,13,173,2024,Lanier (County),1777.0,361.0,85.0,13.0,10.0,838.0,144.0,2.0,0.0,13173,31.037307,-83.097639
4830,HURRICANE HELENE,GA,2024-09-24 00:00:00+00:00,13,181,2024,Lincoln (County),1652.0,188.0,28.0,4.0,2.0,607.0,25.0,2.0,0.0,13181,33.780601,-82.445454
4830,HURRICANE HELENE,GA,2024-09-24 00:00:00+00:00,13,185,2024,Lowndes (County),14892.0,1814.0,432.0,53.0,44.0,15880.0,1264.0,54.0,0.0,13185,30.860299,-83.281437
4738,HURRICANE IDALIA,GA,2023-08-30 00:00:00+00:00,13,185,2023,Lowndes (County),4153.0,828.0,70.0,7.0,8.0,4391.0,395.0,9.0,0.0,13185,30.860299,-83.281437
4830,HURRICANE HELENE,GA,2024-09-24 00:00:00+00:00,13,189,2024,McDuffie (County),4093.0,418.0,55.0,6.0,4.0,2695.0,151.0,8.0,0.0,13189,33.459579,-82.468712
4830,HURRICANE HELENE,GA,2024-09-24 00:00:00+00:00,13,209,2024,Montgomery (County),1841.0,372.0,69.0,10.0,7.0,758.0,105.0,2.0,0.0,13209,32.173336,-82.52948
4830,HURRICANE HELENE,GA,2024-09-24 00:00:00+00:00,13,229,2024,Pierce (County),3657.0,360.0,36.0,5.0,2.0,1332.0,48.0,1.0,0.0,13229,31.313022,-82.242367
4830,HURRICANE HELENE,GA,2024-09-24 00:00:00+00:00,13,241,2024,Rabun (County),165.0,6.0,3.0,0.0,0.0,86.0,4.0,0.0,0.0,13241,34.879707,-83.407047
1554,HURRICANE IVAN,GA,2004-09-14 00:00:00+00:00,13,241,2004,Rabun (County),114.0,49.0,4.0,2.0,1.0,28.0,0.0,0.0,0.0,13241,34.879707,-83.407047
4830,HURRICANE HELENE,GA,2024-09-24 00:00:00+00:00,13,245,2024,Richmond (County),29970.0,4987.0,720.0,86.0,42.0,37070.0,2126.0,58.0,0.0,13245,33.427932,-82.051886
4830,HURRICANE HELENE,GA,2024-09-24 00:00:00+00:00,13,251,2024,Screven (County),2318.0,370.0,30.0,5.0,1.0,1196.0,53.0,3.0,0.0,13251,32.722235,-81.629825
4830,HURRICANE HELENE,GA,2024-09-24 00:00:00+00:00,13,257,2024,Stephens (County),99.0,18.0,1.0,1.0,1.0,125.0,4.0,0.0,0.0,13257,34.558402,-83.289701
4830,HURRICANE HELENE,GA,2024-09-24 00:00:00+00:00,13,265,2024,Taliaferro (County),197.0,19.0,4.0,0.0,0.0,94.0,1.0,0.0,0.0,13265,33.568965,-82.886099
4830,HURRICANE HELENE,GA,2024-09-24 00:00:00+00:00,13,267,2024,Tattnall (County),3052.0,365.0,59.0,5.0,3.0,1821.0,98.0,2.0,0.0,13267,32.036453,-82.058473
4830,HURRICANE HELENE,GA,2024-09-24 00:00:00+00:00,13,271,2024,Telfair (County),2076.0,366.0,74.0,7.0,8.0,1094.0,96.0,9.0,0.0,13271,32.019316,-82.894969
4830,HURRICANE HELENE,GA,2024-09-24 00:00:00+00:00,13,279,2024,Toombs (County),4815.0,781.0,151.0,25.0,18.0,3800.0,375.0,19.0,0.0,13279,32.185481,-82.368674
4830,HURRICANE HELENE,GA,2024-09-24 00:00:00+00:00,13,283,2024,Treutlen (County),1388.0,279.0,66.0,2.0,5.0,674.0,75.0,0.0,0.0,13283,32.387282,-82.589236
4830,HURRICANE HELENE,GA,2024-09-24 00:00:00+00:00,13,299,2024,Ware (County),5786.0,673.0,90.0,7.0,1.0,4169.0,139.0,2.0,0.0,13299,31.226953,-82.383829
4830,HURRICANE HELENE,GA,2024-09-24 00:00:00+00:00,13,301,2024,Warren (County),1064.0,117.0,2.0,0.0,0.0,596.0,18.0,0.0,0.0,13301,33.406673,-82.661562
4830,HURRICANE HELENE,GA,2024-09-24 00:00:00+00:00,13,303,2024,Washington (County),2731.0,398.0,55.0,2.0,4.0,1568.0,69.0,3.0,0.0,13303,32.964333,-82.775581
4830,HURRICANE HELENE,GA,2024-09-24 00:00:00+00:00,13,309,2024,Wheeler (County),988.0,204.0,63.0,2.0,4.0,421.0,43.0,2.0,0.0,13309,32.147523,-82.756158
4830,HURRICANE HELENE,GA,2024-09-24 00:00:00+00:00,13,317,2024,Wilkes (County),1004.0,125.0,10.0,1.0,0.0,695.0,20.0,0.0,0.0,13317,33.757224,-82.752748
1794,HURRICANE GUSTAV,MS,2008-08-28 00:00:00+00:00,28,151,2008,Washington (County),1357.0,832.0,129.0,26.0,4.0,916.0,0.0,0.0,0.0,28151,33.369011,-91.01078
1791,HURRICANE IKE,TX,2008-09-07 00:00:00+00:00,48,423,2008,Smith (County),154.0,57.0,0.0,0.0,1.0,38.0,0.0,0.0,0.0,48423,32.326145,-95.300981
1791,HURRICANE IKE,TX,2008-09-07 00:00:00+00:00,48,5,2008,Angelina (County),3231.0,1052.0,11.0,2.0,5.0,1172.0,0.0,0.0,0.0,48005,31.313526,-94.716132
1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,5,2005,Angelina (County),6946.0,3418.0,19.0,3.0,26.0,2566.0,0.0,0.0,0.0,48005,31.313526,-94.716132
1791,HURRICANE IKE,TX,2008-09-07 00:00:00+00:00,48,73,2008,Cherokee (County),892.0,291.0,10.0,1.0,6.0,238.0,0.0,0.0,0.0,48073,31.913488,-95.216202
1791,HURRICANE IKE,TX,2008-09-07 00:00:00+00:00,48,183,2008,Gregg (County),205.0,76.0,2.0,0.0,0.0,57.0,0.0,0.0,0.0,48183,32.49989,-94.790846
1791,HURRICANE IKE,TX,2008-09-07 00:00:00+00:00,48,203,2008,Harrison (County),200.0,77.0,0.0,0.0,6.0,55.0,0.0,0.0,0.0,48203,32.534326,-94.427274
1791,HURRICANE IKE,TX,2008-09-07 00:00:00+00:00,48,225,2008,Houston (County),950.0,241.0,3.0,0.0,3.0,692.0,0.0,0.0,0.0,48225,31.297879,-95.466359
1791,HURRICANE IKE,TX,2008-09-07 00:00:00+00:00,48,313,2008,Madison (County),429.0,106.0,0.0,0.0,0.0,272.0,0.0,0.0,0.0,48313,30.955832,-95.899678
1791,HURRICANE IKE,TX,2008-09-07 00:00:00+00:00,48,401,2008,Rusk (County),317.0,125.0,4.0,1.0,2.0,71.0,0.0,0.0,0.0,48401,32.194387,-94.798485
1791,HURRICANE IKE,TX,2008-09-07 00:00:00+00:00,48,405,2008,San Augustine (County),194.0,62.0,0.0,0.0,1.0,72.0,0.0,0.0,0.0,48405,31.441095,-94.152849
1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,405,2005,San Augustine (County),1733.0,920.0,3.0,0.0,12.0,443.0,0.0,0.0,0.0,48405,31.441095,-94.152849
1791,HURRICANE IKE,TX,2008-09-07 00:00:00+00:00,48,477,2008,Washington (County),74.0,32.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,48477,30.181502,-96.397834
1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,9,2008,Avoyelles (Parish),3286.0,1557.0,35.0,8.0,9.0,1277.0,0.0,0.0,0.0,22009,31.057263,-92.067528
1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,25,2008,Catahoula (Parish),629.0,368.0,38.0,8.0,5.0,201.0,0.0,0.0,0.0,22025,31.694978,-91.820047
1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,29,2008,Concordia (Parish),866.0,603.0,12.0,1.0,1.0,410.0,0.0,0.0,0.0,22029,31.592181,-91.54632
1603,HURRICANE KATRINA,LA,2005-08-29 00:00:00+00:00,22,29,2005,Concordia (Parish),1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,22029,31.592181,-91.54632
1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,35,2008,East Carroll (Parish),405.0,296.0,26.0,3.0,2.0,341.0,0.0,0.0,0.0,22035,32.761788,-91.184557
1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,39,2008,Evangeline (Parish),2380.0,816.0,20.0,5.0,10.0,1650.0,0.0,0.0,0.0,22039,30.690294,-92.361575
1607,HURRICANE RITA ,LA,2005-09-23 00:00:00+00:00,22,39,2005,Evangeline (Parish),2658.0,1120.0,4.0,1.0,7.0,1830.0,0.0,0.0,0.0,22039,30.690294,-92.361575
1603,HURRICANE KATRINA,LA,2005-08-29 00:00:00+00:00,22,39,2005,Evangeline (Parish),,,,,,1.0,0.0,0.0,0.0,22039,30.690294,-92.361575
1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,41,2008,Franklin (Parish),878.0,475.0,123.0,37.0,11.0,497.0,0.0,0.0,0.0,22041,32.147658,-91.695666
1603,HURRICANE KATRINA,LA,2005-08-29 00:00:00+00:00,22,41,2005,Franklin (Parish),1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22041,32.147658,-91.695666
1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,65,2008,Madison (Parish),95.0,73.0,2.0,1.0,1.0,45.0,0.0,0.0,0.0,22065,32.397655,-91.197847
1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,83,2008,Richland (Parish),411.0,270.0,35.0,8.0,4.0,219.0,0.0,0.0,0.0,22083,32.440206,-91.718715
1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,107,2008,Tensas (Parish),202.0,138.0,2.0,0.0,0.0,80.0,0.0,0.0,0.0,22107,31.960595,-91.298951
1603,HURRICANE KATRINA,LA,2005-08-29 00:00:00+00:00,22,107,2005,Tensas (Parish),,,,,,1.0,0.0,0.0,0.0,22107,31.960595,-91.298951
1786,HURRICANE GUSTAV ,LA,2008-09-01 00:00:00+00:00,22,123,2008,West Carroll (Parish),226.0,174.0,14.0,4.0,0.0,98.0,0.0,0.0,0.0,22123,32.827035,-91.427421
1780,HURRICANE DOLLY,TX,2008-07-22 00:00:00+00:00,48,489,2008,Willacy (County),1816.0,1334.0,17.0,2.0,0.0,409.0,0.0,0.0,0.0,48489,26.452376,-97.777449
1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,1,2005,Anderson (County),1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48001,31.775312,-95.683934
1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,3,2005,Andrews (County),,,,,,1.0,0.0,0.0,0.0,48003,32.321401,-102.539607
1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,19,2005,Bandera (County),,,,,,2.0,0.0,0.0,0.0,48019,29.703518,-99.031596
1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,31,2005,Blanco (County),1.0,0.0,0.0,0.0,0.0,,,,,48031,30.177148,-98.39208
1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,45,2005,Briscoe (County),,,,,,1.0,0.0,0.0,0.0,48045,34.443465,-101.234309
1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,49,2005,Brown (County),,,,,,1.0,0.0,0.0,0.0,48049,31.731619,-98.989268
1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,51,2005,Burleson (County),,,,,,5.0,0.0,0.0,0.0,48051,30.475618,-96.644593
1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,53,2005,Burnet (County),1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48053,30.672177,-98.241706
1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,79,2005,Cochran (County),,,,,,1.0,0.0,0.0,0.0,48079,33.689389,-102.741038
1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,87,2005,Collingsworth (County),,,,,,1.0,0.0,0.0,0.0,48087,34.861822,-100.221748
1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,95,2005,Concho (County),,,,,,1.0,0.0,0.0,0.0,48095,31.291192,-99.857069
1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,97,2005,Cooke (County),1.0,0.0,0.0,0.0,0.0,,,,,48097,33.607384,-97.13379
1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,103,2005,Crane (County),,,,,,2.0,0.0,0.0,0.0,48103,31.402296,-102.352663
1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,105,2005,Crockett (County),1.0,0.0,0.0,0.0,0.0,,,,,48105,30.704747,-101.216615
1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,115,2005,Dawson (County),1.0,0.0,0.0,0.0,0.0,,,,,48115,32.734655,-101.949301
1606,HURRICANE RITA ,TX,2005-09-23 00:00:00+00:00,48,475,2005,Ward (County),,,,,,1.0,0.0,0.0,0.0,48475,31.56929,-102.912603
1605,HURRICANE KATRINA,AL,2005-08-29 00:00:00+00:00,1,75,2005,Lamar (County),1.0,0.0,0.0,0.0,0.0,,,,,01075,33.761275,-88.108771
1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,75,2004,Lamar (County),19.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,01075,33.761275,-88.108771
1605,HURRICANE KATRINA,AL,2005-08-29 00:00:00+00:00,1,23,2005,Choctaw (County),2193.0,1491.0,7.0,0.0,4.0,431.0,0.0,0.0,0.0,01023,32.016121,-88.262482
1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,23,2004,Choctaw (County),1434.0,1059.0,15.0,3.0,4.0,199.0,0.0,0.0,0.0,01023,32.016121,-88.262482
1605,HURRICANE KATRINA,AL,2005-08-29 00:00:00+00:00,1,63,2005,Greene (County),1099.0,585.0,3.0,0.0,1.0,396.0,0.0,0.0,0.0,01063,32.833838,-87.924522
1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,63,2004,Greene (County),1184.0,898.0,17.0,0.0,6.0,229.0,0.0,0.0,0.0,01063,32.833838,-87.924522
1605,HURRICANE KATRINA,AL,2005-08-29 00:00:00+00:00,1,65,2005,Hale (County),578.0,437.0,1.0,0.0,0.0,163.0,0.0,0.0,0.0,01065,32.783251,-87.627964
1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,65,2004,Hale (County),944.0,672.0,10.0,0.0,4.0,324.0,0.0,0.0,0.0,01065,32.783251,-87.627964
1605,HURRICANE KATRINA,AL,2005-08-29 00:00:00+00:00,1,107,2005,Pickens (County),1130.0,712.0,1.0,0.0,3.0,246.0,0.0,0.0,0.0,01107,33.284667,-88.074381
1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,107,2004,Pickens (County),544.0,357.0,7.0,1.0,0.0,136.0,0.0,0.0,0.0,01107,33.284667,-88.074381
1605,HURRICANE KATRINA,AL,2005-08-29 00:00:00+00:00,1,119,2005,Sumter (County),1423.0,942.0,1.0,1.0,4.0,522.0,0.0,0.0,0.0,01119,32.571003,-88.230925
1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,119,2004,Sumter (County),1521.0,1155.0,20.0,1.0,8.0,356.0,0.0,0.0,0.0,01119,32.571003,-88.230925
1605,HURRICANE KATRINA,AL,2005-08-29 00:00:00+00:00,1,125,2005,Tuscaloosa (County),541.0,320.0,0.0,2.0,3.0,207.0,0.0,0.0,0.0,01125,33.214817,-87.518474
1549,HURRICANE IVAN,AL,2004-09-13 00:00:00+00:00,1,125,2004,Tuscaloosa (County),275.0,171.0,3.0,0.0,1.0,89.0,0.0,0.0,0.0,01125,33.214817,-87.518474
1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,15,2005,Carroll (County),1.0,0.0,0.0,0.0,0.0,,,,,28015,33.46177,-89.919301
1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,55,2005,Issaquena (County),1.0,0.0,0.0,0.0,0.0,,,,,28055,32.889296,-91.018573
1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,57,2005,Itawamba (County),,,,,,1.0,0.0,0.0,0.0,28057,34.289689,-88.404342
1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,71,2005,Lafayette (County),2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,28071,34.359415,-89.52675
1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,97,2005,Montgomery (County),1.0,0.0,0.0,0.0,0.0,,,,,28097,33.496327,-89.682458
1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,7,2005,Attala (County),895.0,419.0,1.0,0.0,4.0,282.0,0.0,0.0,0.0,28007,33.065276,-89.589172
1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,19,2005,Choctaw (County),243.0,132.0,1.0,0.0,0.0,63.0,0.0,0.0,0.0,28019,33.339222,-89.234179
1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,21,2005,Claiborne (County),1502.0,737.0,1.0,1.0,5.0,719.0,0.0,0.0,0.0,28021,31.931505,-90.950731
1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,31,2005,Covington (County),5378.0,3240.0,23.0,8.0,39.0,1459.0,0.0,0.0,0.0,28031,31.634654,-89.546964
1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,51,2005,Holmes (County),1322.0,783.0,6.0,0.0,3.0,563.0,0.0,0.0,0.0,28051,33.089593,-90.028731
1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,53,2005,Humphreys (County),351.0,174.0,0.0,1.0,1.0,228.0,0.0,0.0,0.0,28053,33.164116,-90.518897
1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,61,2005,Jasper (County),4799.0,2755.0,38.0,8.0,33.0,989.0,0.0,0.0,0.0,28061,31.961091,-89.144805
1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,65,2005,Jefferson Davis (County),3271.0,2030.0,15.0,3.0,13.0,1013.0,0.0,0.0,0.0,28065,31.575445,-89.816038
1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,69,2005,Kemper (County),1251.0,647.0,2.0,3.0,3.0,329.0,0.0,0.0,0.0,28069,32.763776,-88.672958
1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,75,2005,Lauderdale (County),9442.0,4862.0,32.0,2.0,35.0,4463.0,0.0,0.0,0.0,28075,32.401267,-88.692876
1550,HURRICANE IVAN,MS,2004-09-13 00:00:00+00:00,28,75,2004,Lauderdale (County),1311.0,856.0,4.0,0.0,3.0,502.0,0.0,0.0,0.0,28075,32.401267,-88.692876
1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,77,2005,Lawrence (County),4245.0,2295.0,17.0,5.0,15.0,994.0,0.0,0.0,0.0,28077,31.553787,-90.110558
1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,79,2005,Leake (County),1635.0,699.0,1.0,0.0,3.0,562.0,0.0,0.0,0.0,28079,32.733654,-89.510973
1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,87,2005,Lowndes (County),1605.0,764.0,0.0,0.0,0.0,1167.0,0.0,0.0,0.0,28087,33.520258,-88.389424
1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,89,2005,Madison (County),3959.0,1485.0,2.0,0.0,2.0,2417.0,0.0,0.0,0.0,28089,32.509875,-90.104845
1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,99,2005,Neshoba (County),2108.0,844.0,7.0,3.0,2.0,748.0,0.0,0.0,0.0,28099,32.755039,-89.120008
1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,101,2005,Newton (County),3177.0,1604.0,4.0,2.0,7.0,793.0,0.0,0.0,0.0,28101,32.415269,-89.129364
1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,103,2005,Noxubee (County),1626.0,964.0,8.0,2.0,4.0,678.0,0.0,0.0,0.0,28103,33.13285,-88.549668
1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,105,2005,Oktibbeha (County),874.0,496.0,3.0,2.0,12.0,514.0,0.0,0.0,0.0,28105,33.448413,-88.825442
1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,111,2005,Perry (County),3288.0,2078.0,21.0,6.0,39.0,802.0,0.0,0.0,0.0,28111,31.262146,-88.992608
1550,HURRICANE IVAN,MS,2004-09-13 00:00:00+00:00,28,111,2004,Perry (County),246.0,200.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,28111,31.262146,-88.992608
1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,121,2005,Rankin (County),7784.0,3163.0,19.0,3.0,17.0,3187.0,0.0,0.0,0.0,28121,32.281333,-90.030487
1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,123,2005,Scott (County),2460.0,1277.0,6.0,3.0,10.0,803.0,0.0,0.0,0.0,28123,32.40164,-89.529579
1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,127,2005,Simpson (County),5208.0,2744.0,20.0,2.0,15.0,1449.0,0.0,0.0,0.0,28127,31.915898,-89.855744
1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,129,2005,Smith (County),3067.0,1821.0,16.0,2.0,14.0,615.0,0.0,0.0,0.0,28129,31.970107,-89.504515
1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,153,2005,Wayne (County),4677.0,2718.0,23.0,2.0,30.0,1134.0,0.0,0.0,0.0,28153,31.650518,-88.662531
