disasterNumber,declarationTitle,state,Date,fipsStateCode,fipsCountyCode,year,county,validReg_own,DamageBetween1and1000,DamageBetween10001and2000,DamageBetween20001and3000,DamageGreaterThan3000,validReg_rent,ModerateDamage_rent,MajorDamage_rent,SubstDamage_rent,fipsCode,LATITUDE_county,LONGITUDE_county
4834,HURRICANE MILTON ,FL,2024-10-05 00:00:00+00:00,12,117,2024,Seminole (County),7877.0,506.0,46.0,6.0,5.0,10006.0,144.0,6.0,0.0,12117,28.699171,-81.310073
1561,HURRICANE JEANNE,FL,2004-09-24 00:00:00+00:00,12,117,2004,Seminole (County),5477.0,3177.0,26.0,5.0,11.0,1711.0,0.0,0.0,0.0,12117,28.699171,-81.310073
1551,HURRICANE IVAN,FL,2004-09-13 00:00:00+00:00,12,117,2004,Seminole (County),151.0,19.0,1.0,0.0,0.0,80.0,0.0,0.0,0.0,12117,28.699171,-81.310073
1545,HURRICANE FRANCES,FL,2004-09-03 00:00:00+00:00,12,117,2004,Seminole (County),8091.0,5232.0,39.0,9.0,18.0,2199.0,0.0,0.0,0.0,12117,28.699171,-81.310073
1539,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,FL,2004-08-11 00:00:00+00:00,12,117,2004,Seminole (County),14872.0,8567.0,68.0,13.0,19.0,2285.0,0.0,0.0,0.0,12117,28.699171,-81.310073
4671,HURRICANE FIONA,PR,2022-09-17 00:00:00+00:00,72,1,2022,Adjuntas (Municipio),4572.0,376.0,40.0,3.0,0.0,2350.0,17.0,0.0,0.0,72001,18.222234,-66.430406
4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,1,2017,Adjuntas (Municipio),4071.0,1968.0,182.0,41.0,49.0,1597.0,121.0,57.0,0.0,72001,18.222234,-66.430406
4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,1,2011,Adjuntas (Municipio),331.0,153.0,0.0,1.0,0.0,70.0,0.0,0.0,0.0,72001,18.222234,-66.430406
4671,HURRICANE FIONA,PR,2022-09-17 00:00:00+00:00,72,3,2022,Aguada (Municipio),10794.0,692.0,10.0,0.0,0.0,4013.0,35.0,0.0,0.0,72003,18.222234,-66.430406
4560,HURRICANE ISAIAS,PR,2020-07-29 00:00:00+00:00,72,3,2020,Aguada (Municipio),100.0,37.0,1.0,0.0,0.0,21.0,5.0,1.0,0.0,72003,18.222234,-66.430406
4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,3,2017,Aguada (Municipio),9902.0,3794.0,350.0,66.0,43.0,2701.0,175.0,38.0,0.0,72003,18.222234,-66.430406
4671,HURRICANE FIONA,PR,2022-09-17 00:00:00+00:00,72,5,2022,Aguadilla (Municipio),12671.0,760.0,10.0,0.0,0.0,8393.0,41.0,3.0,0.0,72005,18.222234,-66.430406
4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,5,2017,Aguadilla (Municipio),11535.0,3974.0,232.0,39.0,28.0,5965.0,262.0,60.0,0.0,72005,18.222234,-66.430406
4671,HURRICANE FIONA,PR,2022-09-17 00:00:00+00:00,72,7,2022,Aguas Buenas (Municipio),6040.0,481.0,71.0,0.0,0.0,3473.0,15.0,0.0,0.0,72007,18.222234,-66.430406
4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,7,2017,Aguas Buenas (Municipio),5749.0,2680.0,216.0,47.0,42.0,2294.0,123.0,44.0,0.0,72007,18.222234,-66.430406
4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,7,2011,Aguas Buenas (Municipio),579.0,334.0,2.0,0.0,0.0,127.0,0.0,0.0,0.0,72007,18.222234,-66.430406
4671,HURRICANE FIONA,PR,2022-09-17 00:00:00+00:00,72,9,2022,Aibonito (Municipio),6217.0,607.0,26.0,0.0,0.0,3158.0,18.0,1.0,0.0,72009,18.222234,-66.430406
4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,9,2017,Aibonito (Municipio),6095.0,3232.0,297.0,69.0,80.0,2121.0,178.0,61.0,0.0,72009,18.222234,-66.430406
4671,HURRICANE FIONA,PR,2022-09-17 00:00:00+00:00,72,11,2022,Anasco (Municipio),7263.0,500.0,32.0,0.0,0.0,2693.0,37.0,3.0,0.0,72011,18.222234,-66.430406
4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,11,2017,Anasco (Municipio),7138.0,2804.0,357.0,42.0,38.0,1975.0,166.0,69.0,0.0,72011,18.222234,-66.430406
4671,HURRICANE FIONA,PR,2022-09-17 00:00:00+00:00,72,13,2022,Arecibo (Municipio),22293.0,1187.0,36.0,5.0,1.0,11103.0,110.0,11.0,0.0,72013,18.222234,-66.430406
4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,13,2017,Arecibo (Municipio),22118.0,8157.0,799.0,124.0,79.0,7741.0,372.0,319.0,0.0,72013,18.222234,-66.430406
4671,HURRICANE FIONA,PR,2022-09-17 00:00:00+00:00,72,15,2022,Arroyo (Municipio),4867.0,507.0,4.0,0.0,0.0,2199.0,28.0,2.0,0.0,72015,18.222234,-66.430406
4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,15,2017,Arroyo (Municipio),4445.0,2336.0,134.0,40.0,47.0,1468.0,108.0,37.0,0.0,72015,18.222234,-66.430406
4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,15,2011,Arroyo (Municipio),300.0,176.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,72015,18.222234,-66.430406
4671,HURRICANE FIONA,PR,2022-09-17 00:00:00+00:00,72,17,2022,Barceloneta (Municipio),6465.0,507.0,6.0,0.0,0.0,2811.0,20.0,0.0,0.0,72017,18.222234,-66.430406
4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,17,2017,Barceloneta (Municipio),6328.0,2804.0,228.0,35.0,24.0,1993.0,83.0,52.0,0.0,72017,18.222234,-66.430406
4671,HURRICANE FIONA,PR,2022-09-17 00:00:00+00:00,72,19,2022,Barranquitas (Municipio),7314.0,1004.0,84.0,0.0,1.0,4811.0,20.0,1.0,0.0,72019,18.222234,-66.430406
4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,19,2017,Barranquitas (Municipio),6975.0,4397.0,308.0,63.0,69.0,2873.0,295.0,75.0,0.0,72019,18.222234,-66.430406
4671,HURRICANE FIONA,PR,2022-09-17 00:00:00+00:00,72,21,2022,Bayamon (Municipio),37397.0,1710.0,66.0,1.0,0.0,28788.0,114.0,3.0,0.0,72021,18.222234,-66.430406
4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,21,2017,Bayamon (Municipio),41094.0,13978.0,630.0,143.0,158.0,22160.0,668.0,286.0,0.0,72021,18.222234,-66.430406
4671,HURRICANE FIONA,PR,2022-09-17 00:00:00+00:00,72,23,2022,Cabo Rojo (Municipio),13257.0,1114.0,20.0,4.0,1.0,5202.0,71.0,1.0,0.0,72023,18.222234,-66.430406
4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,23,2017,Cabo Rojo (Municipio),10799.0,2216.0,63.0,14.0,10.0,3492.0,72.0,15.0,0.0,72023,18.222234,-66.430406
4671,HURRICANE FIONA,PR,2022-09-17 00:00:00+00:00,72,25,2022,Caguas (Municipio),28277.0,1923.0,83.0,1.0,0.0,20629.0,100.0,0.0,0.0,72025,18.222234,-66.430406
4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,25,2017,Caguas (Municipio),28581.0,11722.0,510.0,90.0,125.0,14040.0,734.0,210.0,0.0,72025,18.222234,-66.430406
4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,25,2011,Caguas (Municipio),1977.0,1238.0,3.0,1.0,11.0,1472.0,0.0,0.0,0.0,72025,18.222234,-66.430406
4671,HURRICANE FIONA,PR,2022-09-17 00:00:00+00:00,72,27,2022,Camuy (Municipio),9115.0,503.0,3.0,0.0,0.0,3236.0,5.0,0.0,0.0,72027,18.222234,-66.430406
4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,27,2017,Camuy (Municipio),8214.0,2668.0,175.0,21.0,14.0,2225.0,81.0,38.0,0.0,72027,18.222234,-66.430406
4671,HURRICANE FIONA,PR,2022-09-17 00:00:00+00:00,72,29,2022,Canovanas (Municipio),11631.0,828.0,37.0,4.0,0.0,4745.0,38.0,4.0,0.0,72029,18.222234,-66.430406
4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,29,2017,Canovanas (Municipio),12309.0,5904.0,593.0,94.0,195.0,3544.0,339.0,148.0,0.0,72029,18.222234,-66.430406
4336,HURRICANE IRMA,PR,2017-09-05 00:00:00+00:00,72,29,2017,Canovanas (Municipio),767.0,249.0,13.0,1.0,11.0,180.0,19.0,7.0,0.0,72029,18.222234,-66.430406
4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,29,2011,Canovanas (Municipio),2658.0,1707.0,15.0,1.0,2.0,542.0,0.0,0.0,0.0,72029,18.222234,-66.430406
4671,HURRICANE FIONA,PR,2022-09-17 00:00:00+00:00,72,31,2022,Carolina (Municipio),29843.0,1254.0,4.0,1.0,0.0,22986.0,41.0,0.0,0.0,72031,18.222234,-66.430406
4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,31,2017,Carolina (Municipio),33635.0,11876.0,237.0,53.0,60.0,18430.0,660.0,121.0,0.0,72031,18.222234,-66.430406
4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,31,2011,Carolina (Municipio),2411.0,1434.0,13.0,1.0,3.0,1891.0,0.0,0.0,0.0,72031,18.222234,-66.430406
4671,HURRICANE FIONA,PR,2022-09-17 00:00:00+00:00,72,33,2022,Catano (Municipio),3964.0,228.0,2.0,0.0,0.0,4271.0,23.0,0.0,0.0,72033,18.222234,-66.430406
4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,33,2017,Catano (Municipio),4360.0,1955.0,128.0,18.0,20.0,3348.0,167.0,63.0,0.0,72033,18.222234,-66.430406
4336,HURRICANE IRMA,PR,2017-09-05 00:00:00+00:00,72,33,2017,Catano (Municipio),148.0,41.0,1.0,0.0,1.0,116.0,4.0,0.0,0.0,72033,18.222234,-66.430406
4671,HURRICANE FIONA,PR,2022-09-17 00:00:00+00:00,72,35,2022,Cayey (Municipio),10235.0,850.0,47.0,2.0,1.0,6957.0,36.0,0.0,0.0,72035,18.222234,-66.430406
4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,35,2017,Cayey (Municipio),9905.0,4265.0,314.0,86.0,120.0,4577.0,214.0,89.0,0.0,72035,18.222234,-66.430406
4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,35,2011,Cayey (Municipio),674.0,364.0,2.0,0.0,3.0,273.0,0.0,0.0,0.0,72035,18.222234,-66.430406
4671,HURRICANE FIONA,PR,2022-09-17 00:00:00+00:00,72,37,2022,Ceiba (Municipio),2554.0,215.0,3.0,0.0,0.0,1403.0,3.0,0.0,0.0,72037,18.222234,-66.430406
4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,37,2017,Ceiba (Municipio),2973.0,1621.0,58.0,9.0,16.0,1118.0,62.0,19.0,0.0,72037,18.222234,-66.430406
4671,HURRICANE FIONA,PR,2022-09-17 00:00:00+00:00,72,39,2022,Ciales (Municipio),4671.0,313.0,8.0,0.0,0.0,2379.0,12.0,0.0,0.0,72039,18.222234,-66.430406
4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,39,2017,Ciales (Municipio),4499.0,2456.0,263.0,78.0,65.0,1550.0,121.0,94.0,0.0,72039,18.222234,-66.430406
4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,39,2011,Ciales (Municipio),730.0,496.0,0.0,0.0,0.0,214.0,0.0,0.0,0.0,72039,18.222234,-66.430406
4671,HURRICANE FIONA,PR,2022-09-17 00:00:00+00:00,72,41,2022,Cidra (Municipio),10655.0,718.0,32.0,1.0,1.0,5510.0,12.0,4.0,0.0,72041,18.222234,-66.430406
4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,41,2017,Cidra (Municipio),9780.0,4432.0,269.0,67.0,78.0,3538.0,192.0,74.0,0.0,72041,18.222234,-66.430406
4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,41,2011,Cidra (Municipio),1126.0,686.0,1.0,0.0,1.0,326.0,0.0,0.0,0.0,72041,18.222234,-66.430406
4671,HURRICANE FIONA,PR,2022-09-17 00:00:00+00:00,72,43,2022,Coamo (Municipio),9254.0,1128.0,13.0,1.0,0.0,4292.0,22.0,1.0,0.0,72043,18.222234,-66.430406
4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,43,2017,Coamo (Municipio),9132.0,4047.0,279.0,37.0,54.0,3071.0,200.0,62.0,0.0,72043,18.222234,-66.430406
4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,43,2011,Coamo (Municipio),1050.0,721.0,1.0,0.0,15.0,203.0,0.0,0.0,0.0,72043,18.222234,-66.430406
4671,HURRICANE FIONA,PR,2022-09-17 00:00:00+00:00,72,45,2022,Comerio (Municipio),4847.0,369.0,20.0,2.0,0.0,2947.0,21.0,2.0,0.0,72045,18.222234,-66.430406
4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,45,2017,Comerio (Municipio),4825.0,2870.0,318.0,60.0,88.0,1758.0,130.0,90.0,0.0,72045,18.222234,-66.430406
4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,45,2011,Comerio (Municipio),1165.0,738.0,0.0,0.0,1.0,422.0,0.0,0.0,0.0,72045,18.222234,-66.430406
4671,HURRICANE FIONA,PR,2022-09-17 00:00:00+00:00,72,47,2022,Corozal (Municipio),8944.0,519.0,13.0,0.0,0.0,4185.0,25.0,0.0,0.0,72047,18.222234,-66.430406
4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,47,2017,Corozal (Municipio),8682.0,4691.0,453.0,89.0,122.0,2548.0,191.0,80.0,0.0,72047,18.222234,-66.430406
4671,HURRICANE FIONA,PR,2022-09-17 00:00:00+00:00,72,49,2022,Culebra (Municipio),188.0,9.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,72049,18.222234,-66.430406
4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,49,2017,Culebra (Municipio),337.0,148.0,6.0,2.0,10.0,227.0,49.0,6.0,0.0,72049,18.222234,-66.430406
4336,HURRICANE IRMA,PR,2017-09-05 00:00:00+00:00,72,49,2017,Culebra (Municipio),150.0,72.0,10.0,0.0,9.0,63.0,19.0,4.0,0.0,72049,18.222234,-66.430406
4671,HURRICANE FIONA,PR,2022-09-17 00:00:00+00:00,72,51,2022,Dorado (Municipio),8281.0,471.0,29.0,2.0,0.0,3732.0,36.0,1.0,0.0,72051,18.222234,-66.430406
4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,51,2017,Dorado (Municipio),8504.0,3595.0,272.0,46.0,51.0,2609.0,184.0,89.0,0.0,72051,18.222234,-66.430406
4336,HURRICANE IRMA,PR,2017-09-05 00:00:00+00:00,72,51,2017,Dorado (Municipio),302.0,78.0,2.0,0.0,0.0,88.0,4.0,3.0,0.0,72051,18.222234,-66.430406
4671,HURRICANE FIONA,PR,2022-09-17 00:00:00+00:00,72,53,2022,Fajardo (Municipio),6677.0,520.0,4.0,0.0,1.0,4190.0,21.0,0.0,0.0,72053,18.222234,-66.430406
4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,53,2017,Fajardo (Municipio),7866.0,3480.0,78.0,16.0,18.0,3422.0,134.0,39.0,0.0,72053,18.222234,-66.430406
4336,HURRICANE IRMA,PR,2017-09-05 00:00:00+00:00,72,53,2017,Fajardo (Municipio),560.0,154.0,3.0,0.0,2.0,221.0,23.0,1.0,0.0,72053,18.222234,-66.430406
4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,53,2011,Fajardo (Municipio),1142.0,561.0,1.0,0.0,1.0,587.0,0.0,0.0,0.0,72053,18.222234,-66.430406
4671,HURRICANE FIONA,PR,2022-09-17 00:00:00+00:00,72,54,2022,Florida (Municipio),3311.0,214.0,0.0,0.0,0.0,1577.0,1.0,0.0,0.0,72054,18.222234,-66.430406
4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,54,2017,Florida (Municipio),3170.0,1426.0,119.0,19.0,10.0,1013.0,55.0,28.0,0.0,72054,18.222234,-66.430406
4671,HURRICANE FIONA,PR,2022-09-17 00:00:00+00:00,72,55,2022,Guanica (Municipio),4529.0,464.0,11.0,1.0,2.0,1501.0,15.0,2.0,0.0,72055,18.222234,-66.430406
4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,55,2017,Guanica (Municipio),4397.0,1651.0,52.0,6.0,11.0,1386.0,35.0,9.0,0.0,72055,18.222234,-66.430406
4671,HURRICANE FIONA,PR,2022-09-17 00:00:00+00:00,72,57,2022,Guayama (Municipio),9496.0,1038.0,25.0,1.0,5.0,4903.0,58.0,2.0,0.0,72057,18.222234,-66.430406
4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,57,2017,Guayama (Municipio),9508.0,4427.0,469.0,101.0,117.0,3294.0,212.0,102.0,0.0,72057,18.222234,-66.430406
4671,HURRICANE FIONA,PR,2022-09-17 00:00:00+00:00,72,59,2022,Guayanilla (Municipio),5372.0,518.0,9.0,2.0,0.0,1798.0,19.0,2.0,0.0,72059,18.222234,-66.430406
4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,59,2017,Guayanilla (Municipio),5092.0,1758.0,77.0,13.0,21.0,1367.0,68.0,18.0,0.0,72059,18.222234,-66.430406
4671,HURRICANE FIONA,PR,2022-09-17 00:00:00+00:00,72,61,2022,Guaynabo (Municipio),16705.0,675.0,8.0,0.0,0.0,10306.0,9.0,0.0,0.0,72061,18.222234,-66.430406
4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,61,2017,Guaynabo (Municipio),19098.0,6432.0,335.0,56.0,53.0,8912.0,329.0,115.0,0.0,72061,18.222234,-66.430406
4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,61,2011,Guaynabo (Municipio),161.0,94.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,72061,18.222234,-66.430406
4671,HURRICANE FIONA,PR,2022-09-17 00:00:00+00:00,72,63,2022,Gurabo (Municipio),10454.0,720.0,15.0,0.0,0.0,4025.0,24.0,0.0,0.0,72063,18.222234,-66.430406
4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,63,2017,Gurabo (Municipio),10041.0,4567.0,160.0,23.0,45.0,2796.0,141.0,44.0,0.0,72063,18.222234,-66.430406
4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,63,2011,Gurabo (Municipio),998.0,606.0,1.0,1.0,0.0,256.0,0.0,0.0,0.0,72063,18.222234,-66.430406
4671,HURRICANE FIONA,PR,2022-09-17 00:00:00+00:00,72,65,2022,Hatillo (Municipio),9622.0,489.0,0.0,0.0,0.0,3887.0,8.0,1.0,0.0,72065,18.222234,-66.430406
4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,65,2017,Hatillo (Municipio),8568.0,2962.0,259.0,45.0,40.0,2684.0,107.0,47.0,0.0,72065,18.222234,-66.430406
4671,HURRICANE FIONA,PR,2022-09-17 00:00:00+00:00,72,67,2022,Hormigueros (Municipio),4185.0,385.0,35.0,4.0,1.0,1921.0,64.0,1.0,0.0,72067,18.222234,-66.430406
4560,HURRICANE ISAIAS,PR,2020-07-29 00:00:00+00:00,72,67,2020,Hormigueros (Municipio),84.0,37.0,1.0,0.0,0.0,25.0,3.0,0.0,0.0,72067,18.222234,-66.430406
4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,67,2017,Hormigueros (Municipio),3735.0,904.0,21.0,2.0,3.0,1381.0,56.0,8.0,0.0,72067,18.222234,-66.430406
4671,HURRICANE FIONA,PR,2022-09-17 00:00:00+00:00,72,69,2022,Humacao (Municipio),14140.0,1273.0,39.0,0.0,0.0,7130.0,94.0,0.0,0.0,72069,18.222234,-66.430406
4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,69,2017,Humacao (Municipio),14084.0,8553.0,386.0,96.0,127.0,4768.0,358.0,100.0,0.0,72069,18.222234,-66.430406
4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,69,2011,Humacao (Municipio),2831.0,2005.0,1.0,4.0,1.0,1098.0,0.0,0.0,0.0,72069,18.222234,-66.430406
4671,HURRICANE FIONA,PR,2022-09-17 00:00:00+00:00,72,71,2022,Isabela (Municipio),11062.0,582.0,7.0,1.0,0.0,4830.0,34.0,1.0,0.0,72071,18.222234,-66.430406
4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,71,2017,Isabela (Municipio),9435.0,3359.0,234.0,50.0,34.0,3224.0,153.0,42.0,0.0,72071,18.222234,-66.430406
4671,HURRICANE FIONA,PR,2022-09-17 00:00:00+00:00,72,73,2022,Jayuya (Municipio),3815.0,439.0,45.0,2.0,0.0,2284.0,12.0,0.0,0.0,72073,18.222234,-66.430406
4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,73,2017,Jayuya (Municipio),3541.0,1692.0,174.0,27.0,44.0,1386.0,115.0,39.0,0.0,72073,18.222234,-66.430406
4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,73,2011,Jayuya (Municipio),659.0,375.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,72073,18.222234,-66.430406
4671,HURRICANE FIONA,PR,2022-09-17 00:00:00+00:00,72,75,2022,Juana Diaz (Municipio),12472.0,1349.0,33.0,2.0,3.0,4200.0,47.0,3.0,0.0,72075,18.222234,-66.430406
4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,75,2017,Juana Diaz (Municipio),12584.0,4910.0,365.0,74.0,78.0,3113.0,259.0,95.0,0.0,72075,18.222234,-66.430406
4040,TROPICAL STORM MARIA,PR,2011-09-08 00:00:00+00:00,72,75,2011,Juana Diaz (Municipio),695.0,453.0,1.0,0.0,0.0,104.0,3.0,0.0,11.0,72075,18.222234,-66.430406
4671,HURRICANE FIONA,PR,2022-09-17 00:00:00+00:00,72,77,2022,Juncos (Municipio),10377.0,839.0,19.0,1.0,0.0,4798.0,44.0,0.0,0.0,72077,18.222234,-66.430406
4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,77,2017,Juncos (Municipio),9855.0,5418.0,216.0,53.0,51.0,3261.0,178.0,55.0,0.0,72077,18.222234,-66.430406
4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,77,2011,Juncos (Municipio),1279.0,720.0,2.0,0.0,3.0,470.0,0.0,0.0,0.0,72077,18.222234,-66.430406
4671,HURRICANE FIONA,PR,2022-09-17 00:00:00+00:00,72,79,2022,Lajas (Municipio),6842.0,593.0,23.0,4.0,0.0,2374.0,34.0,6.0,0.0,72079,18.222234,-66.430406
4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,79,2017,Lajas (Municipio),5805.0,1578.0,70.0,6.0,5.0,1753.0,38.0,16.0,0.0,72079,18.222234,-66.430406
4671,HURRICANE FIONA,PR,2022-09-17 00:00:00+00:00,72,81,2022,Lares (Municipio),7413.0,397.0,8.0,1.0,0.0,3854.0,13.0,0.0,0.0,72081,18.222234,-66.430406
4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,81,2017,Lares (Municipio),5965.0,1921.0,136.0,21.0,18.0,2386.0,114.0,56.0,0.0,72081,18.222234,-66.430406
4671,HURRICANE FIONA,PR,2022-09-17 00:00:00+00:00,72,83,2022,Las Marias (Municipio),2344.0,186.0,4.0,0.0,0.0,1062.0,2.0,0.0,0.0,72083,18.222234,-66.430406
4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,83,2017,Las Marias (Municipio),2102.0,834.0,51.0,4.0,16.0,767.0,48.0,24.0,0.0,72083,18.222234,-66.430406
4671,HURRICANE FIONA,PR,2022-09-17 00:00:00+00:00,72,85,2022,Las Piedras (Municipio),9859.0,849.0,49.0,1.0,0.0,4301.0,46.0,0.0,0.0,72085,18.222234,-66.430406
4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,85,2017,Las Piedras (Municipio),9182.0,5069.0,178.0,34.0,54.0,2801.0,228.0,43.0,0.0,72085,18.222234,-66.430406
4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,85,2011,Las Piedras (Municipio),1274.0,633.0,1.0,0.0,1.0,436.0,0.0,0.0,0.0,72085,18.222234,-66.430406
4671,HURRICANE FIONA,PR,2022-09-17 00:00:00+00:00,72,87,2022,Loiza (Municipio),5768.0,728.0,1.0,0.0,0.0,2126.0,8.0,0.0,0.0,72087,18.222234,-66.430406
4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,87,2017,Loiza (Municipio),5956.0,3473.0,214.0,22.0,39.0,1669.0,105.0,28.0,0.0,72087,18.222234,-66.430406
4336,HURRICANE IRMA,PR,2017-09-05 00:00:00+00:00,72,87,2017,Loiza (Municipio),742.0,468.0,14.0,0.0,6.0,175.0,29.0,5.0,0.0,72087,18.222234,-66.430406
4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,87,2011,Loiza (Municipio),2720.0,1682.0,1.0,1.0,0.0,624.0,0.0,0.0,0.0,72087,18.222234,-66.430406
4671,HURRICANE FIONA,PR,2022-09-17 00:00:00+00:00,72,89,2022,Luquillo (Municipio),3999.0,330.0,6.0,0.0,0.0,2126.0,14.0,0.0,0.0,72089,18.222234,-66.430406
4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,89,2017,Luquillo (Municipio),4486.0,2020.0,51.0,4.0,17.0,1589.0,69.0,20.0,0.0,72089,18.222234,-66.430406
4336,HURRICANE IRMA,PR,2017-09-05 00:00:00+00:00,72,89,2017,Luquillo (Municipio),303.0,103.0,4.0,0.0,0.0,104.0,14.0,3.0,0.0,72089,18.222234,-66.430406
4017,HURRICANE IRENE,PR,2011-08-21 00:00:00+00:00,72,89,2011,Luquillo (Municipio),730.0,428.0,1.0,0.0,0.0,334.0,0.0,0.0,0.0,72089,18.222234,-66.430406
4671,HURRICANE FIONA,PR,2022-09-17 00:00:00+00:00,72,91,2022,Manati (Municipio),9703.0,642.0,4.0,0.0,0.0,5579.0,20.0,2.0,0.0,72091,18.222234,-66.430406
4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,91,2017,Manati (Municipio),9575.0,4150.0,264.0,42.0,39.0,4073.0,178.0,66.0,0.0,72091,18.222234,-66.430406
4671,HURRICANE FIONA,PR,2022-09-17 00:00:00+00:00,72,93,2022,Maricao (Municipio),1455.0,121.0,4.0,0.0,0.0,540.0,6.0,0.0,0.0,72093,18.222234,-66.430406
4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,93,2017,Maricao (Municipio),1235.0,557.0,29.0,2.0,12.0,435.0,47.0,16.0,0.0,72093,18.222234,-66.430406
4671,HURRICANE FIONA,PR,2022-09-17 00:00:00+00:00,72,95,2022,Maunabo (Municipio),3010.0,461.0,17.0,0.0,0.0,1310.0,11.0,0.0,0.0,72095,18.222234,-66.430406
4339,HURRICANE MARIA,PR,2017-09-17 00:00:00+00:00,72,95,2017,Maunabo (Municipio),2931.0,1881.0,121.0,29.0,48.0,766.0,65.0,22.0,0.0,72095,18.222234,-66.430406
